new_cases
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
3
3
3
4
4
5
5
6
7
7
8
9
10
11
13
14
16
17
19
22
24
27
30
34
38
42
47
52
58
65
72
81
90
100
112
125
139
155
173
193
215
239
266
296
330
367
408
454
504
560
621
689
764
846
937
1036
1144
1263
1392
1532
1683
1847
2022
2211
2411
2624
2848
3082
3327
3579
3837
4099
4363
4624
4880
5127
5361
5578
5776
5949
