city,date,death_new,death_accum
NAN,2022-03-30,0,1
NAN,2022-03-31,0,1
NAN,2022-04-01,0,1
NAN,2022-04-02,0,1
NAN,2022-04-03,0,1
NAN,2022-04-04,0,1
NAN,2022-04-05,0,1
NAN,2022-04-06,0,1
NAN,2022-04-07,0,1
NAN,2022-04-08,0,1
NAN,2022-04-09,0,1
NAN,2022-04-10,0,1
NAN,2022-04-11,0,1
NAN,2022-04-12,0,1
NAN,2022-04-13,0,1
NAN,2022-04-14,0,1
NAN,2022-04-15,0,1
NAN,2022-04-16,0,1
NAN,2022-04-17,0,1
NAN,2022-04-18,0,1
NAN,2022-04-19,0,1
NAN,2022-04-20,0,1
NAN,2022-04-21,0,1
NAN,2022-04-22,0,1
NAN,2022-04-23,0,1
NAN,2022-04-24,0,1
NAN,2022-04-25,0,1
NAN,2022-04-26,0,1
NAN,2022-04-27,0,1
NAN,2022-04-28,0,1
NAN,2022-04-29,0,1
NAN,2022-04-30,0,1
NAN,2022-05-01,0,1
NAN,2022-05-02,0,1
NAN,2022-05-03,0,1
NAN,2022-05-04,0,1
NAN,2022-05-05,0,1
NAN,2022-05-06,0,1
NAN,2022-05-07,0,1
NAN,2022-05-08,0,1
NAN,2022-05-09,0,1
NAN,2022-05-10,0,1
NAN,2022-05-11,1,2
NAN,2022-05-12,0,2
NAN,2022-05-13,0,2
NAN,2022-05-14,0,2
NAN,2022-05-15,0,2
NAN,2022-05-16,0,2
NAN,2022-05-17,0,2
NAN,2022-05-18,0,2
NAN,2022-05-19,2,4
NAN,2022-05-20,0,4
NAN,2022-05-21,0,4
NAN,2022-05-22,1,5
NAN,2022-05-23,1,6
NAN,2022-05-24,0,6
NAN,2022-05-25,0,6
NAN,2022-05-26,3,9
NAN,2022-05-27,0,9
NAN,2022-05-28,0,9
NAN,2022-05-29,2,11
NAN,2022-05-30,1,12
NAN,2022-05-31,1,13
NAN,2022-06-01,3,16
NAN,2022-06-02,4,20
NAN,2022-06-03,7,27
NAN,2022-06-04,3,30
YUN,2022-03-10,0,1
YUN,2022-03-11,0,1
YUN,2022-03-12,0,1
YUN,2022-03-13,0,1
YUN,2022-03-14,0,1
YUN,2022-03-15,0,1
YUN,2022-03-16,0,1
YUN,2022-03-17,0,1
YUN,2022-03-18,0,1
YUN,2022-03-19,0,1
YUN,2022-03-20,0,1
YUN,2022-03-21,0,1
YUN,2022-03-22,0,1
YUN,2022-03-23,0,1
YUN,2022-03-24,0,1
YUN,2022-03-25,0,1
YUN,2022-03-26,0,1
YUN,2022-03-27,0,1
YUN,2022-03-28,0,1
YUN,2022-03-29,0,1
YUN,2022-03-30,0,1
YUN,2022-03-31,0,1
YUN,2022-04-01,0,1
YUN,2022-04-02,0,1
YUN,2022-04-03,0,1
YUN,2022-04-04,0,1
YUN,2022-04-05,0,1
YUN,2022-04-06,0,1
YUN,2022-04-07,0,1
YUN,2022-04-08,0,1
YUN,2022-04-09,0,1
YUN,2022-04-10,0,1
YUN,2022-04-11,0,1
YUN,2022-04-12,0,1
YUN,2022-04-13,0,1
YUN,2022-04-14,0,1
YUN,2022-04-15,0,1
YUN,2022-04-16,0,1
YUN,2022-04-17,0,1
YUN,2022-04-18,0,1
YUN,2022-04-19,0,1
YUN,2022-04-20,0,1
YUN,2022-04-21,0,1
YUN,2022-04-22,0,1
YUN,2022-04-23,0,1
YUN,2022-04-24,0,1
YUN,2022-04-25,0,1
YUN,2022-04-26,0,1
YUN,2022-04-27,0,1
YUN,2022-04-28,0,1
YUN,2022-04-29,0,1
YUN,2022-04-30,0,1
YUN,2022-05-01,0,1
YUN,2022-05-02,0,1
