新北市,121.6739,24.91571
KHH,120.666,23.01087
TXG,120.9417,24.23321
TPE,121.5598,25.09108
TAO,121.2168,24.93759
TNN,120.2513,23.1417
CHA,120.4818,23.99297
PIF,120.62,22.54951
YUN,120.3897,23.75585
MIA,120.9417,24.48927
CYQ,120.574,23.45889
HSQ,121.1252,24.70328
NAN,120.9876,23.83876
ILA,121.7195,24.69295
HSZ,120.9647,24.80395
KEE,121.7081,25.10898
HUA,121.3542,23.7569
CYI,120.4473,23.47545
TTT,120.9876,22.98461
KIN,118.3186,24.43679
PEN,119.6151,23.56548
LIE,119.5397,26.19737
