city,date,vac_1,vac_2,vac_3,vac_4
KIN,2021-12-25,82.80,72.70,0.00,0.00
KIN,2021-12-26,82.80,72.70,0.00,0.00
KIN,2021-12-27,83.00,73.70,0.40,0.00
KIN,2021-12-28,83.00,73.70,0.40,0.00
KIN,2021-12-29,83.00,73.70,0.40,0.00
KIN,2021-12-30,83.00,73.70,0.40,0.00
KIN,2021-12-31,83.00,73.70,0.40,0.00
KIN,2022-01-01,83.00,73.70,0.40,0.00
KIN,2022-01-02,83.00,73.70,0.40,0.00
KIN,2022-01-03,83.20,74.90,0.70,0.00
KIN,2022-01-04,83.20,74.90,0.70,0.00
KIN,2022-01-05,83.20,74.90,0.70,0.00
KIN,2022-01-06,83.20,74.90,0.70,0.00
KIN,2022-01-07,83.20,74.90,0.70,0.00
KIN,2022-01-08,83.20,74.90,0.70,0.00
KIN,2022-01-09,83.20,74.90,0.70,0.00
KIN,2022-01-10,83.20,74.90,0.70,0.00
KIN,2022-01-11,83.20,74.90,0.70,0.00
KIN,2022-01-12,83.20,74.90,0.70,0.00
KIN,2022-01-13,83.20,74.90,0.70,0.00
KIN,2022-01-14,83.20,74.90,0.70,0.00
KIN,2022-01-15,83.20,74.90,0.70,0.00
KIN,2022-01-16,83.20,74.90,0.70,0.00
KIN,2022-01-17,83.60,77.40,10.90,0.50
KIN,2022-01-18,83.60,77.40,10.90,0.50
KIN,2022-01-19,83.60,77.40,10.90,0.50
KIN,2022-01-20,83.60,77.40,10.90,0.50
KIN,2022-01-21,83.60,77.40,10.90,0.50
KIN,2022-01-22,83.60,77.40,10.90,0.50
KIN,2022-01-23,83.60,77.40,10.90,0.50
KIN,2022-01-24,83.90,78.20,21.70,0.80
KIN,2022-01-25,83.90,78.20,21.70,0.80
KIN,2022-01-26,83.90,78.20,21.70,0.80
KIN,2022-01-27,83.90,78.20,21.70,0.80
KIN,2022-01-28,83.90,78.20,21.70,0.80
KIN,2022-01-29,83.90,78.20,21.70,0.80
KIN,2022-01-30,83.90,78.20,21.70,0.80
KIN,2022-01-31,83.90,78.20,21.70,0.80
KIN,2022-02-01,83.90,78.20,21.70,0.80
KIN,2022-02-02,83.90,78.20,21.70,0.80
KIN,2022-02-03,83.90,78.20,21.70,0.80
KIN,2022-02-04,83.90,78.20,21.70,0.80
KIN,2022-02-05,83.90,78.20,21.70,0.80
KIN,2022-02-06,83.90,78.20,21.70,0.80
KIN,2022-02-07,84.30,79.00,28.10,0.90
KIN,2022-02-08,84.30,79.00,28.10,0.90
KIN,2022-02-09,84.30,79.00,28.10,0.90
KIN,2022-02-10,84.30,79.00,28.10,0.90
KIN,2022-02-11,84.30,79.00,28.10,0.90
KIN,2022-02-12,84.30,79.00,28.10,0.90
KIN,2022-02-13,84.30,79.00,28.10,0.90
KIN,2022-02-14,84.40,79.50,36.30,1.00
KIN,2022-02-15,84.40,79.50,36.30,1.00
KIN,2022-02-16,84.40,79.50,36.30,1.00
KIN,2022-02-17,84.40,79.50,36.30,1.00
KIN,2022-02-18,84.40,79.50,36.30,1.00
KIN,2022-02-19,84.40,79.50,36.30,1.00
KIN,2022-02-20,84.40,79.50,36.30,1.00
KIN,2022-02-21,84.50,79.90,43.60,0.90
KIN,2022-02-22,84.50,79.90,43.60,0.90
KIN,2022-02-23,84.50,79.90,43.60,0.90
KIN,2022-02-24,84.50,79.90,43.60,0.90
KIN,2022-02-25,84.50,79.90,43.60,0.90
KIN,2022-02-26,84.50,79.90,43.60,0.90
KIN,2022-02-27,84.50,79.90,43.60,0.90
KIN,2022-02-28,84.60,80.30,47.50,0.90
KIN,2022-03-01,84.60,80.30,47.50,0.90
KIN,2022-03-02,84.60,80.30,47.50,0.90
KIN,2022-03-03,84.60,80.30,47.50,0.90
KIN,2022-03-04,84.60,80.30,47.50,0.90
KIN,2022-03-05,84.60,80.30,47.50,0.90
KIN,2022-03-06,84.60,80.30,47.50,0.90
KIN,2022-03-07,84.70,80.50,50.40,0.50
KIN,2022-03-08,84.70,80.50,50.40,0.50
KIN,2022-03-09,84.70,80.50,50.40,0.50
KIN,2022-03-10,84.70,80.50,50.40,0.50
KIN,2022-03-11,84.70,80.50,50.40,0.50
KIN,2022-03-12,84.70,80.50,50.40,0.50
KIN,2022-03-13,84.70,80.50,50.40,0.50
KIN,2022-03-14,85.00,80.90,52.30,0.50
KIN,2022-03-15,85.00,80.90,52.30,0.50
KIN,2022-03-16,85.00,80.90,52.30,0.50
KIN,2022-03-17,85.00,80.90,52.30,0.50
KIN,2022-03-18,85.00,80.90,52.30,0.50
KIN,2022-03-19,85.00,80.90,52.30,0.50
KIN,2022-03-20,85.00,80.90,52.30,0.50
KIN,2022-03-21,85.00,81.10,53.50,0.50
KIN,2022-03-22,85.00,81.10,53.50,0.50
KIN,2022-03-23,85.00,81.10,53.50,0.50
KIN,2022-03-24,85.00,81.10,53.50,0.50
KIN,2022-03-25,85.00,81.10,53.50,0.50
KIN,2022-03-26,85.00,81.10,53.50,0.50
KIN,2022-03-27,85.00,81.10,53.50,0.50
KIN,2022-03-28,85.10,81.20,54.40,0.50
KIN,2022-03-29,85.10,81.20,54.40,0.50
KIN,2022-03-30,85.10,81.20,54.40,0.50
KIN,2022-03-31,85.10,81.20,54.40,0.50
KIN,2022-04-01,85.10,81.20,54.40,0.50
KIN,2022-04-02,85.10,81.20,54.40,0.50
KIN,2022-04-03,85.10,81.20,54.40,0.50
KIN,2022-04-04,85.10,81.20,54.40,0.50
KIN,2022-04-05,85.10,81.20,54.40,0.50
KIN,2022-04-06,85.10,81.20,54.40,0.50
KIN,2022-04-07,85.10,81.20,54.40,0.50
KIN,2022-04-08,85.10,81.20,54.40,0.50
KIN,2022-04-09,85.10,81.20,54.40,0.50
KIN,2022-04-10,85.10,81.20,54.40,0.50
KIN,2022-04-11,85.70,82.00,57.90,0.50
KIN,2022-04-12,85.70,82.00,57.90,0.50
KIN,2022-04-13,85.70,82.00,57.90,0.50
KIN,2022-04-14,85.70,82.00,57.90,0.50
KIN,2022-04-15,85.70,82.00,57.90,0.50
KIN,2022-04-16,85.70,82.00,57.90,0.50
KIN,2022-04-17,85.70,82.00,57.90,0.50
KIN,2022-04-18,86.00,82.30,60.10,0.50
KIN,2022-04-19,86.00,82.30,60.10,0.50
KIN,2022-04-20,86.00,82.30,60.10,0.50
KIN,2022-04-21,86.00,82.30,60.10,0.50
KIN,2022-04-22,86.00,82.30,60.10,0.50
KIN,2022-04-23,86.00,82.30,60.10,0.50
KIN,2022-04-24,86.00,82.30,60.10,0.50
KIN,2022-04-25,86.20,82.60,62.80,0.50
KIN,2022-04-26,86.20,82.60,62.80,0.50
KIN,2022-04-27,86.20,82.60,62.80,0.50
KIN,2022-04-28,86.20,82.60,62.80,0.50
KIN,2022-04-29,86.20,82.60,62.80,0.50
KIN,2022-04-30,86.20,82.60,62.80,0.50
KIN,2022-05-01,86.20,82.60,62.80,0.50
KIN,2022-05-02,86.40,82.80,64.70,0.50
KIN,2022-05-03,86.40,82.80,64.70,0.50
KIN,2022-05-04,86.40,82.80,64.70,0.50
KIN,2022-05-05,86.40,82.80,64.70,0.50
KIN,2022-05-06,86.40,82.80,64.70,0.50
KIN,2022-05-07,86.40,82.80,64.70,0.50
KIN,2022-05-08,86.40,82.80,64.70,0.50
KIN,2022-05-09,86.60,83.10,66.30,0.50
KIN,2022-05-10,86.60,83.10,66.30,0.50
KIN,2022-05-11,86.60,83.10,66.30,0.50
KIN,2022-05-12,86.60,83.10,66.30,0.50
KIN,2022-05-13,86.60,83.10,66.30,0.50
KIN,2022-05-14,86.60,83.10,66.30,0.50
KIN,2022-05-15,86.60,83.10,66.30,0.50
KIN,2022-05-16,87.20,83.40,67.50,0.50
KIN,2022-05-17,87.20,83.40,67.50,0.50
KIN,2022-05-18,87.20,83.40,67.50,0.50
KIN,2022-05-19,87.20,83.40,67.50,0.50
KIN,2022-05-20,87.20,83.40,67.50,0.50
KIN,2022-05-21,87.20,83.40,67.50,0.50
KIN,2022-05-22,87.20,83.40,67.50,0.50
KIN,2022-05-23,87.30,83.60,68.40,0.50
LIE,2021-11-22,84.90,71.10,0.00,0.00
LIE,2021-11-23,84.90,71.10,0.00,0.00
LIE,2021-11-24,84.90,71.10,0.00,0.00
LIE,2021-11-25,84.90,71.10,0.00,0.00
LIE,2021-11-26,84.90,71.10,0.00,0.00
LIE,2021-11-27,84.90,71.10,0.00,0.00
LIE,2021-11-28,84.90,71.10,0.00,0.00
LIE,2021-11-29,85.40,73.90,0.00,0.00
LIE,2021-11-30,85.40,73.90,0.00,0.00
LIE,2021-12-01,85.40,73.90,0.00,0.00
LIE,2021-12-02,85.40,73.90,0.00,0.00
LIE,2021-12-03,85.40,73.90,0.00,0.00
LIE,2021-12-04,85.40,73.90,0.00,0.00
LIE,2021-12-05,85.40,73.90,0.00,0.00
LIE,2021-12-06,85.40,76.50,0.00,0.00
LIE,2021-12-07,85.40,76.50,0.00,0.00
LIE,2021-12-08,85.40,76.50,0.00,0.00
LIE,2021-12-09,85.40,76.50,0.00,0.00
LIE,2021-12-10,85.40,76.50,0.00,0.00
LIE,2021-12-11,85.40,76.50,0.00,0.00
LIE,2021-12-12,85.40,76.50,0.00,0.00
LIE,2021-12-13,85.90,77.80,0.00,0.00
LIE,2021-12-14,85.90,77.80,0.00,0.00
LIE,2021-12-15,85.90,77.80,0.00,0.00
LIE,2021-12-16,85.90,77.80,0.00,0.00
LIE,2021-12-17,85.90,77.80,0.00,0.00
LIE,2021-12-18,85.90,77.80,0.00,0.00
LIE,2021-12-19,85.90,77.80,0.00,0.00
LIE,2021-12-20,85.90,78.10,0.00,0.00
LIE,2021-12-21,85.90,78.10,0.00,0.00
LIE,2021-12-22,85.90,78.10,0.00,0.00
LIE,2021-12-23,85.90,78.10,0.00,0.00
LIE,2021-12-24,85.90,78.10,0.00,0.00
LIE,2021-12-25,85.90,78.10,0.00,0.00
LIE,2021-12-26,85.90,78.10,0.00,0.00
LIE,2021-12-27,86.00,78.60,0.30,0.00
LIE,2021-12-28,86.00,78.60,0.30,0.00
LIE,2021-12-29,86.00,78.60,0.30,0.00
LIE,2021-12-30,86.00,78.60,0.30,0.00
LIE,2021-12-31,86.00,78.60,0.30,0.00
LIE,2022-01-01,86.00,78.60,0.30,0.00
LIE,2022-01-02,86.00,78.60,0.30,0.00
LIE,2022-01-03,86.10,79.10,1.20,0.00
LIE,2022-01-04,86.10,79.10,1.20,0.00
LIE,2022-01-05,86.10,79.10,1.20,0.00
LIE,2022-01-06,86.10,79.10,1.20,0.00
LIE,2022-01-07,86.10,79.10,1.20,0.00
LIE,2022-01-08,86.10,79.10,1.20,0.00
LIE,2022-01-09,86.10,79.10,1.20,0.00
LIE,2022-01-10,86.10,79.10,1.20,0.00
LIE,2022-01-11,86.10,79.10,1.20,0.00
LIE,2022-01-12,86.10,79.10,1.20,0.00
LIE,2022-01-13,86.10,79.10,1.20,0.00
LIE,2022-01-14,86.10,79.10,1.20,0.00
LIE,2022-01-15,86.10,79.10,1.20,0.00
LIE,2022-01-16,86.10,79.10,1.20,0.00
LIE,2022-01-17,86.40,82.30,20.60,1.40
LIE,2022-01-18,86.40,82.30,20.60,1.40
LIE,2022-01-19,86.40,82.30,20.60,1.40
LIE,2022-01-20,86.40,82.30,20.60,1.40
LIE,2022-01-21,86.40,82.30,20.60,1.40
LIE,2022-01-22,86.40,82.30,20.60,1.40
LIE,2022-01-23,86.40,82.30,20.60,1.40
LIE,2022-01-24,86.70,83.20,41.60,0.20
LIE,2022-01-25,86.70,83.20,41.60,0.20
LIE,2022-01-26,86.70,83.20,41.60,0.20
LIE,2022-01-27,86.70,83.20,41.60,0.20
LIE,2022-01-28,86.70,83.20,41.60,0.20
LIE,2022-01-29,86.70,83.20,41.60,0.20
LIE,2022-01-30,86.70,83.20,41.60,0.20
LIE,2022-01-31,86.70,83.20,41.60,0.20
LIE,2022-02-01,86.70,83.20,41.60,0.20
LIE,2022-02-02,86.70,83.20,41.60,0.20
LIE,2022-02-03,86.70,83.20,41.60,0.20
LIE,2022-02-04,86.70,83.20,41.60,0.20
LIE,2022-02-05,86.70,83.20,41.60,0.20
LIE,2022-02-06,86.70,83.20,41.60,0.20
LIE,2022-02-07,87.20,83.90,51.80,0.30
LIE,2022-02-08,87.20,83.90,51.80,0.30
LIE,2022-02-09,87.20,83.90,51.80,0.30
LIE,2022-02-10,87.20,83.90,51.80,0.30
LIE,2022-02-11,87.20,83.90,51.80,0.30
LIE,2022-02-12,87.20,83.90,51.80,0.30
LIE,2022-02-13,87.20,83.90,51.80,0.30
LIE,2022-02-14,87.10,84.10,56.10,0.30
LIE,2022-02-15,87.10,84.10,56.10,0.30
LIE,2022-02-16,87.10,84.10,56.10,0.30
LIE,2022-02-17,87.10,84.10,56.10,0.30
LIE,2022-02-18,87.10,84.10,56.10,0.30
LIE,2022-02-19,87.10,84.10,56.10,0.30
LIE,2022-02-20,87.10,84.10,56.10,0.30
LIE,2022-02-21,87.20,84.40,59.10,0.30
LIE,2022-02-22,87.20,84.40,59.10,0.30
LIE,2022-02-23,87.20,84.40,59.10,0.30
LIE,2022-02-24,87.20,84.40,59.10,0.30
LIE,2022-02-25,87.20,84.40,59.10,0.30
LIE,2022-02-26,87.20,84.40,59.10,0.30
LIE,2022-02-27,87.20,84.40,59.10,0.30
LIE,2022-02-28,87.40,84.70,61.10,0.30
LIE,2022-03-01,87.40,84.70,61.10,0.30
LIE,2022-03-02,87.40,84.70,61.10,0.30
LIE,2022-03-03,87.40,84.70,61.10,0.30
LIE,2022-03-04,87.40,84.70,61.10,0.30
LIE,2022-03-05,87.40,84.70,61.10,0.30
LIE,2022-03-06,87.40,84.70,61.10,0.30
LIE,2022-03-07,87.60,85.00,62.80,0.30
LIE,2022-03-08,87.60,85.00,62.80,0.30
LIE,2022-03-09,87.60,85.00,62.80,0.30
LIE,2022-03-10,87.60,85.00,62.80,0.30
LIE,2022-03-11,87.60,85.00,62.80,0.30
LIE,2022-03-12,87.60,85.00,62.80,0.30
LIE,2022-03-13,87.60,85.00,62.80,0.30
LIE,2022-03-14,87.80,85.40,64.10,0.30
LIE,2022-03-15,87.80,85.40,64.10,0.30
LIE,2022-03-16,87.80,85.40,64.10,0.30
LIE,2022-03-17,87.80,85.40,64.10,0.30
LIE,2022-03-18,87.80,85.40,64.10,0.30
LIE,2022-03-19,87.80,85.40,64.10,0.30
LIE,2022-03-20,87.80,85.40,64.10,0.30
LIE,2022-03-21,88.00,85.60,65.00,0.30
LIE,2022-03-22,88.00,85.60,65.00,0.30
LIE,2022-03-23,88.00,85.60,65.00,0.30
LIE,2022-03-24,88.00,85.60,65.00,0.30
LIE,2022-03-25,88.00,85.60,65.00,0.30
LIE,2022-03-26,88.00,85.60,65.00,0.30
LIE,2022-03-27,88.00,85.60,65.00,0.30
LIE,2022-03-28,88.10,85.80,65.70,0.50
LIE,2022-03-29,88.10,85.80,65.70,0.50
LIE,2022-03-30,88.10,85.80,65.70,0.50
LIE,2022-03-31,88.10,85.80,65.70,0.50
LIE,2022-04-01,88.10,85.80,65.70,0.50
LIE,2022-04-02,88.10,85.80,65.70,0.50
LIE,2022-04-03,88.10,85.80,65.70,0.50
LIE,2022-04-04,88.10,85.80,65.70,0.50
LIE,2022-04-05,88.10,85.80,65.70,0.50
LIE,2022-04-06,88.10,85.80,65.70,0.50
LIE,2022-04-07,88.10,85.80,65.70,0.50
LIE,2022-04-08,88.10,85.80,65.70,0.50
LIE,2022-04-09,88.10,85.80,65.70,0.50
LIE,2022-04-10,88.10,85.80,65.70,0.50
LIE,2022-04-11,88.00,85.70,67.50,0.40
LIE,2022-04-12,88.00,85.70,67.50,0.40
LIE,2022-04-13,88.00,85.70,67.50,0.40
LIE,2022-04-14,88.00,85.70,67.50,0.40
LIE,2022-04-15,88.00,85.70,67.50,0.40
LIE,2022-04-16,88.00,85.70,67.50,0.40
LIE,2022-04-17,88.00,85.70,67.50,0.40
LIE,2022-04-18,88.20,85.90,69.00,0.30
LIE,2022-04-19,88.20,85.90,69.00,0.30
LIE,2022-04-20,88.20,85.90,69.00,0.30
LIE,2022-04-21,88.20,85.90,69.00,0.30
LIE,2022-04-22,88.20,85.90,69.00,0.30
LIE,2022-04-23,88.20,85.90,69.00,0.30
LIE,2022-04-24,88.20,85.90,69.00,0.30
LIE,2022-04-25,88.50,86.30,71.10,0.40
LIE,2022-04-26,88.50,86.30,71.10,0.40
LIE,2022-04-27,88.50,86.30,71.10,0.40
LIE,2022-04-28,88.50,86.30,71.10,0.40
LIE,2022-04-29,88.50,86.30,71.10,0.40
LIE,2022-04-30,88.50,86.30,71.10,0.40
LIE,2022-05-01,88.50,86.30,71.10,0.40
LIE,2022-05-02,88.70,86.50,72.60,0.40
LIE,2022-05-03,88.70,86.50,72.60,0.40
LIE,2022-05-04,88.70,86.50,72.60,0.40
LIE,2022-05-05,88.70,86.50,72.60,0.40
LIE,2022-05-06,88.70,86.50,72.60,0.40
LIE,2022-05-07,88.70,86.50,72.60,0.40
LIE,2022-05-08,88.70,86.50,72.60,0.40
LIE,2022-05-09,88.90,86.70,73.90,0.40
LIE,2022-05-10,88.90,86.70,73.90,0.40
LIE,2022-05-11,88.90,86.70,73.90,0.40
LIE,2022-05-12,88.90,86.70,73.90,0.40
LIE,2022-05-13,88.90,86.70,73.90,0.40
LIE,2022-05-14,88.90,86.70,73.90,0.40
LIE,2022-05-15,88.90,86.70,73.90,0.40
LIE,2022-05-16,89.70,86.70,74.50,0.40
LIE,2022-05-17,89.70,86.70,74.50,0.40
LIE,2022-05-18,89.70,86.70,74.50,0.40
LIE,2022-05-19,89.70,86.70,74.50,0.40
LIE,2022-05-20,89.70,86.70,74.50,0.40
LIE,2022-05-21,89.70,86.70,74.50,0.40
LIE,2022-05-22,89.70,86.70,74.50,0.40
LIE,2022-05-23,89.80,86.80,75.30,0.40
MIA,2021-11-22,75.70,45.10,0.00,0.00
MIA,2021-11-23,75.70,45.10,0.00,0.00
MIA,2021-11-24,75.70,45.10,0.00,0.00
MIA,2021-11-25,75.70,45.10,0.00,0.00
MIA,2021-11-26,75.70,45.10,0.00,0.00
MIA,2021-11-27,75.70,45.10,0.00,0.00
MIA,2021-11-28,75.70,45.10,0.00,0.00
MIA,2021-11-29,76.40,50.90,0.00,0.00
MIA,2021-11-30,76.40,50.90,0.00,0.00
MIA,2021-12-01,76.40,50.90,0.00,0.00
MIA,2021-12-02,76.40,50.90,0.00,0.00
MIA,2021-12-03,76.40,50.90,0.00,0.00
MIA,2021-12-04,76.40,50.90,0.00,0.00
MIA,2021-12-05,76.40,50.90,0.00,0.00
MIA,2021-12-06,76.40,57.20,0.00,0.00
MIA,2021-12-07,76.40,57.20,0.00,0.00
MIA,2021-12-08,76.40,57.20,0.00,0.00
MIA,2021-12-09,76.40,57.20,0.00,0.00
MIA,2021-12-10,76.40,57.20,0.00,0.00
MIA,2021-12-11,76.40,57.20,0.00,0.00
MIA,2021-12-12,76.40,57.20,0.00,0.00
MIA,2021-12-13,78.00,61.70,0.00,0.00
MIA,2021-12-14,78.00,61.70,0.00,0.00
MIA,2021-12-15,78.00,61.70,0.00,0.00
MIA,2021-12-16,78.00,61.70,0.00,0.00
MIA,2021-12-17,78.00,61.70,0.00,0.00
MIA,2021-12-18,78.00,61.70,0.00,0.00
MIA,2021-12-19,78.00,61.70,0.00,0.00
MIA,2021-12-20,78.70,63.60,0.00,0.00
MIA,2021-12-21,78.70,63.60,0.00,0.00
MIA,2021-12-22,78.70,63.60,0.00,0.00
MIA,2021-12-23,78.70,63.60,0.00,0.00
MIA,2021-12-24,78.70,63.60,0.00,0.00
MIA,2021-12-25,78.70,63.60,0.00,0.00
MIA,2021-12-26,78.70,63.60,0.00,0.00
MIA,2021-12-27,78.90,65.20,0.30,0.00
MIA,2021-12-28,78.90,65.20,0.30,0.00
MIA,2021-12-29,78.90,65.20,0.30,0.00
MIA,2021-12-30,78.90,65.20,0.30,0.00
MIA,2021-12-31,78.90,65.20,0.30,0.00
MIA,2022-01-01,78.90,65.20,0.30,0.00
MIA,2022-01-02,78.90,65.20,0.30,0.00
MIA,2022-01-03,79.10,67.20,0.50,0.00
MIA,2022-01-04,79.10,67.20,0.50,0.00
MIA,2022-01-05,79.10,67.20,0.50,0.00
MIA,2022-01-06,79.10,67.20,0.50,0.00
MIA,2022-01-07,79.10,67.20,0.50,0.00
MIA,2022-01-08,79.10,67.20,0.50,0.00
MIA,2022-01-09,79.10,67.20,0.50,0.00
MIA,2022-01-10,79.10,67.20,0.50,0.00
MIA,2022-01-11,79.10,67.20,0.50,0.00
MIA,2022-01-12,79.10,67.20,0.50,0.00
MIA,2022-01-13,79.10,67.20,0.50,0.00
MIA,2022-01-14,79.10,67.20,0.50,0.00
MIA,2022-01-15,79.10,67.20,0.50,0.00
MIA,2022-01-16,79.10,67.20,0.50,0.00
MIA,2022-01-17,80.00,71.20,8.40,0.40
MIA,2022-01-18,80.00,71.20,8.40,0.40
MIA,2022-01-19,80.00,71.20,8.40,0.40
MIA,2022-01-20,80.00,71.20,8.40,0.40
MIA,2022-01-21,80.00,71.20,8.40,0.40
MIA,2022-01-22,80.00,71.20,8.40,0.40
MIA,2022-01-23,80.00,71.20,8.40,0.40
MIA,2022-01-24,80.60,72.50,15.80,0.70
MIA,2022-01-25,80.60,72.50,15.80,0.70
MIA,2022-01-26,80.60,72.50,15.80,0.70
MIA,2022-01-27,80.60,72.50,15.80,0.70
MIA,2022-01-28,80.60,72.50,15.80,0.70
MIA,2022-01-29,80.60,72.50,15.80,0.70
MIA,2022-01-30,80.60,72.50,15.80,0.70
MIA,2022-01-31,80.60,72.50,15.80,0.70
MIA,2022-02-01,80.60,72.50,15.80,0.70
MIA,2022-02-02,80.60,72.50,15.80,0.70
MIA,2022-02-03,80.60,72.50,15.80,0.70
MIA,2022-02-04,80.60,72.50,15.80,0.70
MIA,2022-02-05,80.60,72.50,15.80,0.70
MIA,2022-02-06,80.60,72.50,15.80,0.70
MIA,2022-02-07,81.40,73.80,20.90,0.90
MIA,2022-02-08,81.40,73.80,20.90,0.90
MIA,2022-02-09,81.40,73.80,20.90,0.90
MIA,2022-02-10,81.40,73.80,20.90,0.90
MIA,2022-02-11,81.40,73.80,20.90,0.90
MIA,2022-02-12,81.40,73.80,20.90,0.90
MIA,2022-02-13,81.40,73.80,20.90,0.90
MIA,2022-02-14,81.90,74.60,25.90,1.10
MIA,2022-02-15,81.90,74.60,25.90,1.10
MIA,2022-02-16,81.90,74.60,25.90,1.10
MIA,2022-02-17,81.90,74.60,25.90,1.10
MIA,2022-02-18,81.90,74.60,25.90,1.10
MIA,2022-02-19,81.90,74.60,25.90,1.10
MIA,2022-02-20,81.90,74.60,25.90,1.10
MIA,2022-02-21,82.30,75.30,31.70,1.20
MIA,2022-02-22,82.30,75.30,31.70,1.20
MIA,2022-02-23,82.30,75.30,31.70,1.20
MIA,2022-02-24,82.30,75.30,31.70,1.20
MIA,2022-02-25,82.30,75.30,31.70,1.20
MIA,2022-02-26,82.30,75.30,31.70,1.20
MIA,2022-02-27,82.30,75.30,31.70,1.20
MIA,2022-02-28,82.50,75.80,36.00,1.40
MIA,2022-03-01,82.50,75.80,36.00,1.40
MIA,2022-03-02,82.50,75.80,36.00,1.40
MIA,2022-03-03,82.50,75.80,36.00,1.40
MIA,2022-03-04,82.50,75.80,36.00,1.40
MIA,2022-03-05,82.50,75.80,36.00,1.40
MIA,2022-03-06,82.50,75.80,36.00,1.40
MIA,2022-03-07,82.70,76.30,39.40,1.30
MIA,2022-03-08,82.70,76.30,39.40,1.30
MIA,2022-03-09,82.70,76.30,39.40,1.30
MIA,2022-03-10,82.70,76.30,39.40,1.30
MIA,2022-03-11,82.70,76.30,39.40,1.30
MIA,2022-03-12,82.70,76.30,39.40,1.30
MIA,2022-03-13,82.70,76.30,39.40,1.30
MIA,2022-03-14,82.90,76.70,41.70,1.30
MIA,2022-03-15,82.90,76.70,41.70,1.30
MIA,2022-03-16,82.90,76.70,41.70,1.30
MIA,2022-03-17,82.90,76.70,41.70,1.30
MIA,2022-03-18,82.90,76.70,41.70,1.30
MIA,2022-03-19,82.90,76.70,41.70,1.30
MIA,2022-03-20,82.90,76.70,41.70,1.30
MIA,2022-03-21,83.00,77.00,43.40,1.20
MIA,2022-03-22,83.00,77.00,43.40,1.20
MIA,2022-03-23,83.00,77.00,43.40,1.20
MIA,2022-03-24,83.00,77.00,43.40,1.20
MIA,2022-03-25,83.00,77.00,43.40,1.20
MIA,2022-03-26,83.00,77.00,43.40,1.20
MIA,2022-03-27,83.00,77.00,43.40,1.20
MIA,2022-03-28,83.10,77.30,44.50,1.20
MIA,2022-03-29,83.10,77.30,44.50,1.20
MIA,2022-03-30,83.10,77.30,44.50,1.20
MIA,2022-03-31,83.10,77.30,44.50,1.20
MIA,2022-04-01,83.10,77.30,44.50,1.20
MIA,2022-04-02,83.10,77.30,44.50,1.20
MIA,2022-04-03,83.10,77.30,44.50,1.20
MIA,2022-04-04,83.10,77.30,44.50,1.20
MIA,2022-04-05,83.10,77.30,44.50,1.20
MIA,2022-04-06,83.10,77.30,44.50,1.20
MIA,2022-04-07,83.10,77.30,44.50,1.20
MIA,2022-04-08,83.10,77.30,44.50,1.20
MIA,2022-04-09,83.10,77.30,44.50,1.20
MIA,2022-04-10,83.10,77.30,44.50,1.20
MIA,2022-04-11,83.60,78.20,49.10,1.20
MIA,2022-04-12,83.60,78.20,49.10,1.20
MIA,2022-04-13,83.60,78.20,49.10,1.20
MIA,2022-04-14,83.60,78.20,49.10,1.20
MIA,2022-04-15,83.60,78.20,49.10,1.20
MIA,2022-04-16,83.60,78.20,49.10,1.20
MIA,2022-04-17,83.60,78.20,49.10,1.20
MIA,2022-04-18,84.10,78.70,52.20,1.10
MIA,2022-04-19,84.10,78.70,52.20,1.10
MIA,2022-04-20,84.10,78.70,52.20,1.10
MIA,2022-04-21,84.10,78.70,52.20,1.10
MIA,2022-04-22,84.10,78.70,52.20,1.10
MIA,2022-04-23,84.10,78.70,52.20,1.10
MIA,2022-04-24,84.10,78.70,52.20,1.10
MIA,2022-04-25,84.70,79.30,55.80,1.20
MIA,2022-04-26,84.70,79.30,55.80,1.20
MIA,2022-04-27,84.70,79.30,55.80,1.20
MIA,2022-04-28,84.70,79.30,55.80,1.20
MIA,2022-04-29,84.70,79.30,55.80,1.20
MIA,2022-04-30,84.70,79.30,55.80,1.20
MIA,2022-05-01,84.70,79.30,55.80,1.20
MIA,2022-05-02,85.10,79.60,58.00,1.10
MIA,2022-05-03,85.10,79.60,58.00,1.10
MIA,2022-05-04,85.10,79.60,58.00,1.10
MIA,2022-05-05,85.10,79.60,58.00,1.10
MIA,2022-05-06,85.10,79.60,58.00,1.10
MIA,2022-05-07,85.10,79.60,58.00,1.10
MIA,2022-05-08,85.10,79.60,58.00,1.10
MIA,2022-05-09,85.50,80.00,59.70,1.10
MIA,2022-05-10,85.50,80.00,59.70,1.10
MIA,2022-05-11,85.50,80.00,59.70,1.10
MIA,2022-05-12,85.50,80.00,59.70,1.10
MIA,2022-05-13,85.50,80.00,59.70,1.10
MIA,2022-05-14,85.50,80.00,59.70,1.10
MIA,2022-05-15,85.50,80.00,59.70,1.10
MIA,2022-05-16,86.30,80.50,61.00,1.10
MIA,2022-05-17,86.30,80.50,61.00,1.10
MIA,2022-05-18,86.30,80.50,61.00,1.10
MIA,2022-05-19,86.30,80.50,61.00,1.10
MIA,2022-05-20,86.30,80.50,61.00,1.10
MIA,2022-05-21,86.30,80.50,61.00,1.10
MIA,2022-05-22,86.30,80.50,61.00,1.10
MIA,2022-05-23,87.20,81.00,62.30,1.10
NAN,2021-11-22,76.70,47.70,0.00,0.00
