new_cases
0
0
0
2
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
4
5
7
6
17
4
9
11
18
20
32
11
18
42
33
33
62
44
42
72
89
169
183
217
254
289
375
452
741
770
868
1270
1225
1340
1403
2130
2184
2234
2456
2325
2458
2698
3878
4632
4566
4477
4532
4387
5410
5775
5757
7211
6559
5741
4115
4749
5176
5360
5620
5616
5825
5689
5869
5602
5898
5514
5969
5403
6089
