new_cases
0
1
0
1
1
3
1
0
0
0
1
5
1
7
10
19
13
22
29
41
84
61
74
67
97
101
142
147
145
185
223
246
285
400
617
754
831
983
1001
1478
1812
2344
2576
3011
3992
3474
4420
5106
6035
7304
8181
7500
6447
7762
9433
9818
10886
8872
10840
8626
9076
10946
11170
10212
9580
8707
6487
7675
7979
8027
8142
7084
6399
4941
4456
4594
4968
5448
5974
6459
6898
7212
7488
7675
7774
7790
7730
7606
