id,個案研判日,個案公佈日,縣市別,區域,新增確診人數,累計確診人數
1,2022/6/1,2022/6/1,南投縣,全區,1320,21584
2,2022/6/1,2022/6/1,南投縣,南投市,391,5547
3,2022/6/1,2022/6/1,南投縣,草屯鎮,276,4149
4,2022/6/1,2022/6/1,南投縣,埔里鎮,175,3298
5,2022/6/1,2022/6/1,南投縣,竹山鎮,133,2506
6,2022/6/1,2022/6/1,南投縣,名間鄉,94,1527
7,2022/6/1,2022/6/1,南投縣,仁愛鄉,69,1116
8,2022/6/1,2022/6/1,南投縣,信義鄉,44,971
9,2022/6/1,2022/6/1,南投縣,國姓鄉,33,551
10,2022/6/1,2022/6/1,南投縣,鹿谷鄉,27,511
11,2022/6/1,2022/6/1,南投縣,水里鄉,24,460
12,2022/6/1,2022/6/1,南投縣,中寮鄉,27,368
13,2022/6/1,2022/6/1,南投縣,魚池鄉,13,307
14,2022/6/1,2022/6/1,南投縣,集集鎮,14,273
15,2022/6/1,2022/6/1,台中市,全區,10706,193153
16,2022/6/1,2022/6/1,台中市,北屯區,933,18395
17,2022/6/1,2022/6/1,台中市,西屯區,914,17863
18,2022/6/1,2022/6/1,台中市,大里區,889,14783
19,2022/6/1,2022/6/1,台中市,太平區,1021,14192
20,2022/6/1,2022/6/1,台中市,南屯區,615,11310
21,2022/6/1,2022/6/1,台中市,北區,448,11162
22,2022/6/1,2022/6/1,台中市,豐原區,544,9276
23,2022/6/1,2022/6/1,台中市,南區,417,8803
24,2022/6/1,2022/6/1,台中市,沙鹿區,389,8143
25,2022/6/1,2022/6/1,台中市,西區,371,7346
26,2022/6/1,2022/6/1,台中市,大雅區,386,6991
27,2022/6/1,2022/6/1,台中市,潭子區,359,6893
28,2022/6/1,2022/6/1,台中市,清水區,278,6552
29,2022/6/1,2022/6/1,台中市,梧棲區,322,6027
30,2022/6/1,2022/6/1,台中市,烏日區,353,5729
31,2022/6/1,2022/6/1,台中市,龍井區,321,5712
32,2022/6/1,2022/6/1,台中市,東區,296,5647
33,2022/6/1,2022/6/1,台中市,霧峰區,295,4809
34,2022/6/1,2022/6/1,台中市,大甲區,339,4460
35,2022/6/1,2022/6/1,台中市,神岡區,217,4346
36,2022/6/1,2022/6/1,台中市,大肚區,250,3712
37,2022/6/1,2022/6/1,台中市,后里區,155,2844
38,2022/6/1,2022/6/1,台中市,東勢區,168,2156
39,2022/6/1,2022/6/1,台中市,外埔區,135,1603
40,2022/6/1,2022/6/1,台中市,中區,58,1418
41,2022/6/1,2022/6/1,台中市,大安區,88,1019
42,2022/6/1,2022/6/1,台中市,新社區,68,865
43,2022/6/1,2022/6/1,台中市,石岡區,33,584
44,2022/6/1,2022/6/1,台中市,和平區,44,513
45,2022/6/1,2022/6/1,台北市,全區,6237,277274
46,2022/6/1,2022/6/1,台北市,萬華區,461,29732
47,2022/6/1,2022/6/1,台北市,北投區,617,29241
48,2022/6/1,2022/6/1,台北市,文山區,626,29172
49,2022/6/1,2022/6/1,台北市,士林區,662,28939
50,2022/6/1,2022/6/1,台北市,內湖區,676,27656
51,2022/6/1,2022/6/1,台北市,中山區,563,24593
52,2022/6/1,2022/6/1,台北市,信義區,603,24383
53,2022/6/1,2022/6/1,台北市,大安區,553,23374
54,2022/6/1,2022/6/1,台北市,松山區,442,17931
55,2022/6/1,2022/6/1,台北市,大同區,348,15032
56,2022/6/1,2022/6/1,台北市,南港區,360,14328
57,2022/6/1,2022/6/1,台北市,中正區,326,12893
58,2022/6/1,2022/6/1,台南市,全區,6144,114082
59,2022/6/1,2022/6/1,台南市,永康區,798,19850
60,2022/6/1,2022/6/1,台南市,安南區,831,13357
61,2022/6/1,2022/6/1,台南市,東區,458,10112
62,2022/6/1,2022/6/1,台南市,南區,470,8361
63,2022/6/1,2022/6/1,台南市,北區,407,8326
64,2022/6/1,2022/6/1,台南市,仁德區,302,5765
65,2022/6/1,2022/6/1,台南市,歸仁區,229,4424
66,2022/6/1,2022/6/1,台南市,中西區,221,4184
67,2022/6/1,2022/6/1,台南市,安平區,214,4174
68,2022/6/1,2022/6/1,台南市,新營區,281,4067
69,2022/6/1,2022/6/1,台南市,善化區,168,3440
70,2022/6/1,2022/6/1,台南市,新市區,164,3015
71,2022/6/1,2022/6/1,台南市,新化區,136,2890
72,2022/6/1,2022/6/1,台南市,佳里區,171,2751
73,2022/6/1,2022/6/1,台南市,關廟區,132,2411
74,2022/6/1,2022/6/1,台南市,麻豆區,173,2269
75,2022/6/1,2022/6/1,台南市,安定區,101,1837
76,2022/6/1,2022/6/1,台南市,柳營區,85,1285
77,2022/6/1,2022/6/1,台南市,西港區,75,1200
78,2022/6/1,2022/6/1,台南市,官田區,81,994
79,2022/6/1,2022/6/1,台南市,六甲區,80,973
80,2022/6/1,2022/6/1,台南市,鹽水區,61,962
81,2022/6/1,2022/6/1,台南市,學甲區,56,932
82,2022/6/1,2022/6/1,台南市,下營區,71,841
83,2022/6/1,2022/6/1,台南市,七股區,42,821
84,2022/6/1,2022/6/1,台南市,後壁區,50,752
85,2022/6/1,2022/6/1,台南市,白河區,55,693
86,2022/6/1,2022/6/1,台南市,將軍區,42,591
87,2022/6/1,2022/6/1,台南市,東山區,46,567
88,2022/6/1,2022/6/1,台南市,山上區,22,548
89,2022/6/1,2022/6/1,台南市,玉井區,32,444
90,2022/6/1,2022/6/1,台南市,大內區,17,325
91,2022/6/1,2022/6/1,台南市,北門區,20,236
92,2022/6/1,2022/6/1,台南市,左鎮區,15,229
93,2022/6/1,2022/6/1,台南市,楠西區,20,208
94,2022/6/1,2022/6/1,台南市,南化區,12,171
95,2022/6/1,2022/6/1,台南市,龍崎區,6,77
96,2022/6/1,2022/6/1,台東縣,全區,879,15445
97,2022/6/1,2022/6/1,台東縣,台東市,516,8693
98,2022/6/1,2022/6/1,台東縣,卑南鄉,53,1041
99,2022/6/1,2022/6/1,台東縣,成功鎮,52,813
100,2022/6/1,2022/6/1,台東縣,太麻里鄉,40,636
101,2022/6/1,2022/6/1,台東縣,關山鎮,17,535
102,2022/6/1,2022/6/1,台東縣,蘭嶼鄉,19,486
103,2022/6/1,2022/6/1,台東縣,海端鄉,19,463
104,2022/6/1,2022/6/1,台東縣,東河鄉,14,440
105,2022/6/1,2022/6/1,台東縣,長濱鄉,21,440
106,2022/6/1,2022/6/1,台東縣,鹿野鄉,21,369
107,2022/6/1,2022/6/1,台東縣,池上鄉,25,316
108,2022/6/1,2022/6/1,台東縣,延平鄉,19,305
109,2022/6/1,2022/6/1,台東縣,金峰鄉,6,290
110,2022/6/1,2022/6/1,台東縣,綠島鄉,13,283
111,2022/6/1,2022/6/1,台東縣,大武鄉,23,223
112,2022/6/1,2022/6/1,台東縣,達仁鄉,21,112
113,2022/6/1,2022/6/1,嘉義市,全區,756,11524
114,2022/6/1,2022/6/1,嘉義市,西區,410,6497
115,2022/6/1,2022/6/1,嘉義市,東區,346,5027
116,2022/6/1,2022/6/1,嘉義縣,全區,1168,18140
117,2022/6/1,2022/6/1,嘉義縣,民雄鄉,234,3446
118,2022/6/1,2022/6/1,嘉義縣,水上鄉,148,2595
119,2022/6/1,2022/6/1,嘉義縣,中埔鄉,100,1660
120,2022/6/1,2022/6/1,嘉義縣,太保市,110,1636
121,2022/6/1,2022/6/1,嘉義縣,朴子市,120,1543
122,2022/6/1,2022/6/1,嘉義縣,大林鎮,81,1420
123,2022/6/1,2022/6/1,嘉義縣,竹崎鄉,66,908
124,2022/6/1,2022/6/1,嘉義縣,新港鄉,55,887
125,2022/6/1,2022/6/1,嘉義縣,布袋鎮,68,684
126,2022/6/1,2022/6/1,嘉義縣,六腳鄉,38,627
127,2022/6/1,2022/6/1,嘉義縣,鹿草鄉,18,554
128,2022/6/1,2022/6/1,嘉義縣,梅山鄉,15,485
129,2022/6/1,2022/6/1,嘉義縣,溪口鄉,16,424
130,2022/6/1,2022/6/1,嘉義縣,東石鄉,33,360
131,2022/6/1,2022/6/1,嘉義縣,義竹鄉,19,355
132,2022/6/1,2022/6/1,嘉義縣,番路鄉,20,295
133,2022/6/1,2022/6/1,嘉義縣,阿里山鄉,18,204
134,2022/6/1,2022/6/1,嘉義縣,大埔鄉,9,57
135,2022/6/1,2022/6/1,基隆市,全區,1190,59310
136,2022/6/1,2022/6/1,基隆市,安樂區,328,13143
137,2022/6/1,2022/6/1,基隆市,中正區,153,8863
138,2022/6/1,2022/6/1,基隆市,信義區,159,8850
139,2022/6/1,2022/6/1,基隆市,七堵區,179,8601
140,2022/6/1,2022/6/1,基隆市,中山區,109,7059
141,2022/6/1,2022/6/1,基隆市,仁愛區,155,6749
142,2022/6/1,2022/6/1,基隆市,暖暖區,107,6044
143,2022/6/1,2022/6/1,境外移入,全區,47,13102
144,2022/6/1,2022/6/1,境外移入,空值,47,13102
145,2022/6/1,2022/6/1,宜蘭縣,全區,1426,46414
146,2022/6/1,2022/6/1,宜蘭縣,宜蘭市,271,9194
147,2022/6/1,2022/6/1,宜蘭縣,羅東鎮,232,6860
148,2022/6/1,2022/6/1,宜蘭縣,冬山鄉,160,5452
149,2022/6/1,2022/6/1,宜蘭縣,蘇澳鎮,168,4764
150,2022/6/1,2022/6/1,宜蘭縣,五結鄉,136,3887
151,2022/6/1,2022/6/1,宜蘭縣,礁溪鄉,114,3869
152,2022/6/1,2022/6/1,宜蘭縣,員山鄉,92,3154
153,2022/6/1,2022/6/1,宜蘭縣,頭城鎮,75,2533
154,2022/6/1,2022/6/1,宜蘭縣,壯圍鄉,68,2095
155,2022/6/1,2022/6/1,宜蘭縣,三星鄉,57,2027
156,2022/6/1,2022/6/1,宜蘭縣,南澳鄉,24,1510
157,2022/6/1,2022/6/1,宜蘭縣,大同鄉,29,1069
158,2022/6/1,2022/6/1,屏東縣,全區,2774,50504
159,2022/6/1,2022/6/1,屏東縣,屏東市,758,13862
160,2022/6/1,2022/6/1,屏東縣,東港鎮,167,3951
161,2022/6/1,2022/6/1,屏東縣,萬丹鄉,169,3449
162,2022/6/1,2022/6/1,屏東縣,潮州鎮,192,3408
163,2022/6/1,2022/6/1,屏東縣,內埔鄉,181,3391
164,2022/6/1,2022/6/1,屏東縣,新園鄉,119,2627
165,2022/6/1,2022/6/1,屏東縣,長治鄉,107,2091
166,2022/6/1,2022/6/1,屏東縣,恆春鎮,99,1800
167,2022/6/1,2022/6/1,屏東縣,鹽埔鄉,87,1455
168,2022/6/1,2022/6/1,屏東縣,里港鄉,88,1396
169,2022/6/1,2022/6/1,屏東縣,九如鄉,76,1236
170,2022/6/1,2022/6/1,屏東縣,枋寮鄉,60,1086
171,2022/6/1,2022/6/1,屏東縣,萬巒鄉,53,861
172,2022/6/1,2022/6/1,屏東縣,瑪家鄉,43,727
173,2022/6/1,2022/6/1,屏東縣,來義鄉,21,724
174,2022/6/1,2022/6/1,屏東縣,林邊鄉,42,710
175,2022/6/1,2022/6/1,屏東縣,高樹鄉,50,708
176,2022/6/1,2022/6/1,屏東縣,竹田鄉,41,692
177,2022/6/1,2022/6/1,屏東縣,佳冬鄉,48,688
178,2022/6/1,2022/6/1,屏東縣,麟洛鄉,28,664
179,2022/6/1,2022/6/1,屏東縣,泰武鄉,53,646
180,2022/6/1,2022/6/1,屏東縣,三地門鄉,39,645
181,2022/6/1,2022/6/1,屏東縣,崁頂鄉,54,510
182,2022/6/1,2022/6/1,屏東縣,春日鄉,30,456
183,2022/6/1,2022/6/1,屏東縣,南州鄉,20,447
184,2022/6/1,2022/6/1,屏東縣,新埤鄉,25,435
185,2022/6/1,2022/6/1,屏東縣,車城鄉,27,362
186,2022/6/1,2022/6/1,屏東縣,獅子鄉,24,354
187,2022/6/1,2022/6/1,屏東縣,琉球鄉,21,297
188,2022/6/1,2022/6/1,屏東縣,牡丹鄉,27,291
189,2022/6/1,2022/6/1,屏東縣,滿州鄉,14,226
190,2022/6/1,2022/6/1,屏東縣,枋山鄉,5,182
191,2022/6/1,2022/6/1,屏東縣,霧台鄉,6,127
192,2022/6/1,2022/6/1,彰化縣,全區,4541,64828
193,2022/6/1,2022/6/1,彰化縣,彰化市,819,13027
194,2022/6/1,2022/6/1,彰化縣,員林市,437,6637
195,2022/6/1,2022/6/1,彰化縣,鹿港鎮,518,6015
196,2022/6/1,2022/6/1,彰化縣,和美鎮,398,5319
197,2022/6/1,2022/6/1,彰化縣,二林鎮,165,2730
198,2022/6/1,2022/6/1,彰化縣,花壇鄉,182,2677
199,2022/6/1,2022/6/1,彰化縣,大村鄉,244,2398
200,2022/6/1,2022/6/1,彰化縣,福興鄉,214,2262
201,2022/6/1,2022/6/1,彰化縣,溪湖鎮,138,2089
202,2022/6/1,2022/6/1,彰化縣,伸港鄉,158,2009
203,2022/6/1,2022/6/1,彰化縣,秀水鄉,120,1810
204,2022/6/1,2022/6/1,彰化縣,社頭鄉,111,1763
205,2022/6/1,2022/6/1,彰化縣,田中鎮,117,1758
206,2022/6/1,2022/6/1,彰化縣,埔心鄉,103,1744
207,2022/6/1,2022/6/1,彰化縣,北斗鎮,98,1672
208,2022/6/1,2022/6/1,彰化縣,永靖鄉,109,1539
209,2022/6/1,2022/6/1,彰化縣,芳苑鄉,80,1408
210,2022/6/1,2022/6/1,彰化縣,埤頭鄉,70,1254
211,2022/6/1,2022/6/1,彰化縣,埔鹽鄉,69,1149
212,2022/6/1,2022/6/1,彰化縣,溪州鄉,63,1088
213,2022/6/1,2022/6/1,彰化縣,芬園鄉,67,1058
214,2022/6/1,2022/6/1,彰化縣,田尾鄉,77,948
215,2022/6/1,2022/6/1,彰化縣,線西鄉,64,908
216,2022/6/1,2022/6/1,彰化縣,大城鄉,60,625
217,2022/6/1,2022/6/1,彰化縣,二水鄉,35,473
218,2022/6/1,2022/6/1,彰化縣,竹塘鄉,25,468
219,2022/6/1,2022/6/1,新北市,全區,12904,628841
220,2022/6/1,2022/6/1,新北市,板橋區,1721,91708
221,2022/6/1,2022/6/1,新北市,三重區,1516,72792
222,2022/6/1,2022/6/1,新北市,中和區,1330,72697
223,2022/6/1,2022/6/1,新北市,新莊區,1483,71393
224,2022/6/1,2022/6/1,新北市,新店區,850,43939
225,2022/6/1,2022/6/1,新北市,土城區,793,38716
226,2022/6/1,2022/6/1,新北市,汐止區,643,35493
227,2022/6/1,2022/6/1,新北市,蘆洲區,728,31166
228,2022/6/1,2022/6/1,新北市,永和區,592,30914
229,2022/6/1,2022/6/1,新北市,樹林區,613,27067
230,2022/6/1,2022/6/1,新北市,淡水區,499,22760
231,2022/6/1,2022/6/1,新北市,三峽區,350,15110
232,2022/6/1,2022/6/1,新北市,五股區,320,14812
233,2022/6/1,2022/6/1,新北市,林口區,358,13803
234,2022/6/1,2022/6/1,新北市,鶯歌區,257,12562
235,2022/6/1,2022/6/1,新北市,泰山區,299,12278
236,2022/6/1,2022/6/1,新北市,八里區,107,5045
237,2022/6/1,2022/6/1,新北市,瑞芳區,142,5021
238,2022/6/1,2022/6/1,新北市,深坑區,63,3719
239,2022/6/1,2022/6/1,新北市,金山區,46,1763
240,2022/6/1,2022/6/1,新北市,萬里區,64,1722
241,2022/6/1,2022/6/1,新北市,三芝區,44,1627
242,2022/6/1,2022/6/1,新北市,烏來區,3,561
243,2022/6/1,2022/6/1,新北市,石碇區,15,509
244,2022/6/1,2022/6/1,新北市,石門區,21,419
245,2022/6/1,2022/6/1,新北市,貢寮區,12,408
246,2022/6/1,2022/6/1,新北市,雙溪區,16,372
247,2022/6/1,2022/6/1,新北市,坪林區,8,238
248,2022/6/1,2022/6/1,新北市,平溪區,11,227
249,2022/6/1,2022/6/1,新竹市,全區,1585,38218
250,2022/6/1,2022/6/1,新竹市,東區,769,19651
251,2022/6/1,2022/6/1,新竹市,北區,511,11566
252,2022/6/1,2022/6/1,新竹市,香山區,305,7001
253,2022/6/1,2022/6/1,新竹縣,全區,2282,56682
254,2022/6/1,2022/6/1,新竹縣,竹北市,734,18715
255,2022/6/1,2022/6/1,新竹縣,湖口鄉,308,12367
256,2022/6/1,2022/6/1,新竹縣,竹東鎮,543,9372
257,2022/6/1,2022/6/1,新竹縣,新豐鄉,193,6232
258,2022/6/1,2022/6/1,新竹縣,新埔鎮,91,2370
259,2022/6/1,2022/6/1,新竹縣,關西鎮,101,1944
260,2022/6/1,2022/6/1,新竹縣,芎林鄉,106,1515
261,2022/6/1,2022/6/1,新竹縣,寶山鄉,51,1343
262,2022/6/1,2022/6/1,新竹縣,尖石鄉,57,977
263,2022/6/1,2022/6/1,新竹縣,橫山鄉,46,802
264,2022/6/1,2022/6/1,新竹縣,五峰鄉,16,409
265,2022/6/1,2022/6/1,新竹縣,北埔鄉,26,399
266,2022/6/1,2022/6/1,新竹縣,峨眉鄉,10,237
267,2022/6/1,2022/6/1,桃園市,全區,7854,293104
268,2022/6/1,2022/6/1,桃園市,桃園區,1473,61983
269,2022/6/1,2022/6/1,桃園市,中壢區,1422,52615
270,2022/6/1,2022/6/1,桃園市,龜山區,671,28984
271,2022/6/1,2022/6/1,桃園市,八德區,773,26959
272,2022/6/1,2022/6/1,桃園市,平鎮區,773,26685
273,2022/6/1,2022/6/1,桃園市,蘆竹區,530,22205
274,2022/6/1,2022/6/1,桃園市,楊梅區,575,21498
275,2022/6/1,2022/6/1,桃園市,龍潭區,449,13602
276,2022/6/1,2022/6/1,桃園市,大溪區,384,12258
277,2022/6/1,2022/6/1,桃園市,大園區,289,10543
278,2022/6/1,2022/6/1,桃園市,觀音區,300,8987
279,2022/6/1,2022/6/1,桃園市,新屋區,151,5479
280,2022/6/1,2022/6/1,桃園市,復興區,64,1306
281,2022/6/1,2022/6/1,澎湖縣,全區,216,3277
282,2022/6/1,2022/6/1,澎湖縣,馬公市,155,2466
283,2022/6/1,2022/6/1,澎湖縣,湖西鄉,23,396
284,2022/6/1,2022/6/1,澎湖縣,白沙鄉,11,181
285,2022/6/1,2022/6/1,澎湖縣,西嶼鄉,9,147
286,2022/6/1,2022/6/1,澎湖縣,七美鄉,13,68
287,2022/6/1,2022/6/1,澎湖縣,望安鄉,5,19
288,2022/6/1,2022/6/1,花蓮縣,全區,1218,34958
289,2022/6/1,2022/6/1,花蓮縣,花蓮市,351,9047
290,2022/6/1,2022/6/1,花蓮縣,吉安鄉,292,8849
291,2022/6/1,2022/6/1,花蓮縣,秀林鄉,86,4098
292,2022/6/1,2022/6/1,花蓮縣,新城鄉,87,3094
293,2022/6/1,2022/6/1,花蓮縣,玉里鎮,172,2767
294,2022/6/1,2022/6/1,花蓮縣,壽豐鄉,33,1656
295,2022/6/1,2022/6/1,花蓮縣,光復鄉,35,1080
296,2022/6/1,2022/6/1,花蓮縣,萬榮鄉,35,912
297,2022/6/1,2022/6/1,花蓮縣,瑞穗鄉,22,843
298,2022/6/1,2022/6/1,花蓮縣,富里鄉,25,806
299,2022/6/1,2022/6/1,花蓮縣,卓溪鄉,35,773
300,2022/6/1,2022/6/1,花蓮縣,鳳林鎮,32,739
301,2022/6/1,2022/6/1,花蓮縣,豐濱鄉,13,294
302,2022/6/1,2022/6/1,苗栗縣,全區,1634,35208
303,2022/6/1,2022/6/1,苗栗縣,竹南鎮,327,8948
304,2022/6/1,2022/6/1,苗栗縣,頭份市,376,8454
305,2022/6/1,2022/6/1,苗栗縣,苗栗市,236,4513
306,2022/6/1,2022/6/1,苗栗縣,苑裡鎮,165,2733
307,2022/6/1,2022/6/1,苗栗縣,通霄鎮,105,1787
308,2022/6/1,2022/6/1,苗栗縣,後龍鎮,78,1780
309,2022/6/1,2022/6/1,苗栗縣,公館鄉,57,1345
310,2022/6/1,2022/6/1,苗栗縣,造橋鄉,60,1306
311,2022/6/1,2022/6/1,苗栗縣,三義鄉,31,655
312,2022/6/1,2022/6/1,苗栗縣,銅鑼鄉,29,648
313,2022/6/1,2022/6/1,苗栗縣,南庄鄉,26,587
314,2022/6/1,2022/6/1,苗栗縣,卓蘭鎮,35,571
315,2022/6/1,2022/6/1,苗栗縣,頭屋鄉,39,466
316,2022/6/1,2022/6/1,苗栗縣,大湖鄉,16,415
317,2022/6/1,2022/6/1,苗栗縣,泰安鄉,17,411
318,2022/6/1,2022/6/1,苗栗縣,三灣鄉,16,324
319,2022/6/1,2022/6/1,苗栗縣,西湖鄉,10,177
320,2022/6/1,2022/6/1,苗栗縣,獅潭鄉,11,88
321,2022/6/1,2022/6/1,連江縣,全區,25,665
322,2022/6/1,2022/6/1,連江縣,南竿鄉,14,401
323,2022/6/1,2022/6/1,連江縣,北竿鄉,3,100
324,2022/6/1,2022/6/1,連江縣,東引鄉,8,97
325,2022/6/1,2022/6/1,金門縣,全區,145,2582
326,2022/6/1,2022/6/1,金門縣,金城鎮,34,747
327,2022/6/1,2022/6/1,金門縣,金寧鄉,37,711
328,2022/6/1,2022/6/1,金門縣,金湖鎮,37,641
329,2022/6/1,2022/6/1,金門縣,金沙鎮,25,358
330,2022/6/1,2022/6/1,金門縣,烈嶼鄉,12,123
331,2022/6/1,2022/6/1,雲林縣,全區,1410,26829
332,2022/6/1,2022/6/1,雲林縣,斗六市,278,5531
333,2022/6/1,2022/6/1,雲林縣,虎尾鎮,204,3953
334,2022/6/1,2022/6/1,雲林縣,西螺鎮,112,2531
335,2022/6/1,2022/6/1,雲林縣,斗南鎮,132,1871
336,2022/6/1,2022/6/1,雲林縣,北港鎮,68,1461
337,2022/6/1,2022/6/1,雲林縣,麥寮鄉,108,1452
338,2022/6/1,2022/6/1,雲林縣,莿桐鄉,62,1112
339,2022/6/1,2022/6/1,雲林縣,古坑鄉,60,1089
340,2022/6/1,2022/6/1,雲林縣,土庫鎮,56,992
341,2022/6/1,2022/6/1,雲林縣,崙背鄉,40,834
342,2022/6/1,2022/6/1,雲林縣,元長鄉,29,818
343,2022/6/1,2022/6/1,雲林縣,二崙鄉,23,741
344,2022/6/1,2022/6/1,雲林縣,林內鄉,56,679
345,2022/6/1,2022/6/1,雲林縣,大埤鄉,34,633
346,2022/6/1,2022/6/1,雲林縣,口湖鄉,28,622
347,2022/6/1,2022/6/1,雲林縣,台西鄉,24,586
348,2022/6/1,2022/6/1,雲林縣,水林鄉,39,572
349,2022/6/1,2022/6/1,雲林縣,四湖鄉,28,503
350,2022/6/1,2022/6/1,雲林縣,褒忠鄉,17,448
351,2022/6/1,2022/6/1,雲林縣,東勢鄉,12,401
352,2022/6/1,2022/6/1,高雄市,全區,10529,191832
353,2022/6/1,2022/6/1,高雄市,鳳山區,1448,26459
354,2022/6/1,2022/6/1,高雄市,三民區,1165,22888
355,2022/6/1,2022/6/1,高雄市,楠梓區,844,14816
356,2022/6/1,2022/6/1,高雄市,小港區,759,14475
357,2022/6/1,2022/6/1,高雄市,前鎮區,826,13052
358,2022/6/1,2022/6/1,高雄市,左營區,696,11623
359,2022/6/1,2022/6/1,高雄市,苓雅區,567,11034
360,2022/6/1,2022/6/1,高雄市,大寮區,540,8504
361,2022/6/1,2022/6/1,高雄市,鼓山區,531,8318
362,2022/6/1,2022/6/1,高雄市,岡山區,405,7548
363,2022/6/1,2022/6/1,高雄市,仁武區,358,6520
364,2022/6/1,2022/6/1,高雄市,路竹區,166,4131
365,2022/6/1,2022/6/1,高雄市,林園區,279,4096
366,2022/6/1,2022/6/1,高雄市,燕巢區,145,3899
367,2022/6/1,2022/6/1,高雄市,新興區,136,3095
368,2022/6/1,2022/6/1,高雄市,前金區,89,2929
369,2022/6/1,2022/6/1,高雄市,鳥松區,122,2714
370,2022/6/1,2022/6/1,高雄市,梓官區,152,2703
371,2022/6/1,2022/6/1,高雄市,大樹區,172,2586
372,2022/6/1,2022/6/1,高雄市,大社區,125,2534
373,2022/6/1,2022/6/1,高雄市,橋頭區,132,2420
374,2022/6/1,2022/6/1,高雄市,茄萣區,98,2198
375,2022/6/1,2022/6/1,高雄市,湖內區,89,2102
376,2022/6/1,2022/6/1,高雄市,旗津區,104,1847
377,2022/6/1,2022/6/1,高雄市,阿蓮區,107,1521
378,2022/6/1,2022/6/1,高雄市,旗山區,89,1340
379,2022/6/1,2022/6/1,高雄市,鹽埕區,73,1314
380,2022/6/1,2022/6/1,高雄市,彌陀區,65,1176
381,2022/6/1,2022/6/1,高雄市,美濃區,70,1096
382,2022/6/1,2022/6/1,高雄市,永安區,30,625
383,2022/6/1,2022/6/1,高雄市,內門區,25,499
384,2022/6/1,2022/6/1,高雄市,六龜區,48,407
385,2022/6/1,2022/6/1,高雄市,杉林區,28,404
386,2022/6/1,2022/6/1,高雄市,桃源區,16,272
387,2022/6/1,2022/6/1,高雄市,田寮區,8,261
388,2022/6/1,2022/6/1,高雄市,那瑪夏區,10,188
389,2022/6/1,2022/6/1,高雄市,甲仙區,6,123
390,2022/6/1,2022/6/1,高雄市,茂林區,6,115
391,2022/5/31,2022/5/31,南投縣,全區,1458,20264
392,2022/5/31,2022/5/31,南投縣,南投市,444,5156
393,2022/5/31,2022/5/31,南投縣,草屯鎮,264,3873
394,2022/5/31,2022/5/31,南投縣,埔里鎮,153,3123
395,2022/5/31,2022/5/31,南投縣,竹山鎮,177,2373
396,2022/5/31,2022/5/31,南投縣,名間鄉,130,1433
397,2022/5/31,2022/5/31,南投縣,仁愛鄉,59,1047
398,2022/5/31,2022/5/31,南投縣,信義鄉,52,927
399,2022/5/31,2022/5/31,南投縣,國姓鄉,40,518
400,2022/5/31,2022/5/31,南投縣,鹿谷鄉,37,484
401,2022/5/31,2022/5/31,南投縣,水里鄉,43,436
402,2022/5/31,2022/5/31,南投縣,中寮鄉,29,341
403,2022/5/31,2022/5/31,南投縣,魚池鄉,11,294
404,2022/5/31,2022/5/31,南投縣,集集鎮,19,259
405,2022/5/31,2022/5/31,台中市,全區,11608,182447
406,2022/5/31,2022/5/31,台中市,北屯區,970,17462
407,2022/5/31,2022/5/31,台中市,西屯區,1062,16949
408,2022/5/31,2022/5/31,台中市,大里區,883,13894
409,2022/5/31,2022/5/31,台中市,太平區,894,13171
410,2022/5/31,2022/5/31,台中市,北區,476,10714
411,2022/5/31,2022/5/31,台中市,南屯區,718,10695
412,2022/5/31,2022/5/31,台中市,豐原區,640,8732
413,2022/5/31,2022/5/31,台中市,南區,522,8386
414,2022/5/31,2022/5/31,台中市,沙鹿區,511,7754
415,2022/5/31,2022/5/31,台中市,西區,380,6975
416,2022/5/31,2022/5/31,台中市,大雅區,491,6605
417,2022/5/31,2022/5/31,台中市,潭子區,440,6534
418,2022/5/31,2022/5/31,台中市,清水區,356,6274
419,2022/5/31,2022/5/31,台中市,梧棲區,421,5705
420,2022/5/31,2022/5/31,台中市,龍井區,343,5391
421,2022/5/31,2022/5/31,台中市,烏日區,330,5376
422,2022/5/31,2022/5/31,台中市,東區,308,5351
423,2022/5/31,2022/5/31,台中市,霧峰區,341,4514
424,2022/5/31,2022/5/31,台中市,神岡區,282,4129
425,2022/5/31,2022/5/31,台中市,大甲區,335,4121
426,2022/5/31,2022/5/31,台中市,大肚區,250,3462
427,2022/5/31,2022/5/31,台中市,后里區,152,2689
428,2022/5/31,2022/5/31,台中市,東勢區,135,1988
429,2022/5/31,2022/5/31,台中市,外埔區,108,1468
430,2022/5/31,2022/5/31,台中市,中區,73,1360
431,2022/5/31,2022/5/31,台中市,大安區,74,931
432,2022/5/31,2022/5/31,台中市,新社區,59,797
433,2022/5/31,2022/5/31,台中市,石岡區,22,551
434,2022/5/31,2022/5/31,台中市,和平區,32,469
435,2022/5/31,2022/5/31,台北市,全區,7229,271037
436,2022/5/31,2022/5/31,台北市,萬華區,434,29271
437,2022/5/31,2022/5/31,台北市,北投區,793,28624
438,2022/5/31,2022/5/31,台北市,文山區,659,28546
439,2022/5/31,2022/5/31,台北市,士林區,804,28277
440,2022/5/31,2022/5/31,台北市,內湖區,901,26980
441,2022/5/31,2022/5/31,台北市,中山區,663,24030
442,2022/5/31,2022/5/31,台北市,信義區,675,23780
