id,個案研判日,個案公佈日,縣市別,區域,新增確診人數,累計確診人數
13353,2022/4/27,2022/4/27,新北市,平溪區,3,8
13354,2022/4/27,2022/4/27,新北市,坪林區,1,4
13355,2022/4/27,2022/4/27,新竹市,全區,105,652
13356,2022/4/27,2022/4/27,新竹市,東區,49,302
13357,2022/4/27,2022/4/27,新竹市,北區,44,216
13358,2022/4/27,2022/4/27,新竹市,香山區,12,134
13359,2022/4/27,2022/4/27,新竹縣,全區,118,1037
13360,2022/4/27,2022/4/27,新竹縣,竹北市,53,347
13361,2022/4/27,2022/4/27,新竹縣,竹東鎮,11,196
13362,2022/4/27,2022/4/27,新竹縣,湖口鄉,16,169
13363,2022/4/27,2022/4/27,新竹縣,新豐鄉,10,166
13364,2022/4/27,2022/4/27,新竹縣,新埔鎮,13,71
13365,2022/4/27,2022/4/27,新竹縣,關西鎮,9,39
13366,2022/4/27,2022/4/27,新竹縣,芎林鄉,3,20
13367,2022/4/27,2022/4/27,新竹縣,寶山鄉,2,11
13368,2022/4/27,2022/4/27,新竹縣,峨眉鄉,1,4
13369,2022/4/27,2022/4/27,桃園市,全區,1477,10473
13370,2022/4/27,2022/4/27,桃園市,桃園區,318,2764
13371,2022/4/27,2022/4/27,桃園市,中壢區,334,1851
13372,2022/4/27,2022/4/27,桃園市,龜山區,139,1706
13373,2022/4/27,2022/4/27,桃園市,蘆竹區,206,863
13374,2022/4/27,2022/4/27,桃園市,八德區,97,807
13375,2022/4/27,2022/4/27,桃園市,平鎮區,84,618
13376,2022/4/27,2022/4/27,桃園市,楊梅區,118,532
13377,2022/4/27,2022/4/27,桃園市,大溪區,34,373
13378,2022/4/27,2022/4/27,桃園市,龍潭區,71,343
13379,2022/4/27,2022/4/27,桃園市,大園區,29,301
13380,2022/4/27,2022/4/27,桃園市,觀音區,19,194
13381,2022/4/27,2022/4/27,桃園市,新屋區,22,72
13382,2022/4/27,2022/4/27,桃園市,復興區,6,49
13383,2022/4/27,2022/4/27,澎湖縣,全區,4,31
13384,2022/4/27,2022/4/27,澎湖縣,馬公市,4,24
13385,2022/4/27,2022/4/27,花蓮縣,全區,308,2284
13386,2022/4/27,2022/4/27,花蓮縣,吉安鄉,99,705
13387,2022/4/27,2022/4/27,花蓮縣,花蓮市,85,701
13388,2022/4/27,2022/4/27,花蓮縣,秀林鄉,55,368
13389,2022/4/27,2022/4/27,花蓮縣,新城鄉,19,183
13390,2022/4/27,2022/4/27,花蓮縣,壽豐鄉,13,102
13391,2022/4/27,2022/4/27,花蓮縣,玉里鎮,7,68
13392,2022/4/27,2022/4/27,花蓮縣,萬榮鄉,3,58
13393,2022/4/27,2022/4/27,花蓮縣,瑞穗鄉,10,35
13394,2022/4/27,2022/4/27,花蓮縣,鳳林鎮,10,26
13395,2022/4/27,2022/4/27,花蓮縣,卓溪鄉,4,11
13396,2022/4/27,2022/4/27,花蓮縣,豐濱鄉,1,8
13397,2022/4/27,2022/4/27,花蓮縣,富里鄉,2,2
13398,2022/4/27,2022/4/27,苗栗縣,全區,59,906
13399,2022/4/27,2022/4/27,苗栗縣,竹南鎮,13,549
13400,2022/4/27,2022/4/27,苗栗縣,頭份市,11,149
13401,2022/4/27,2022/4/27,苗栗縣,苗栗市,8,55
13402,2022/4/27,2022/4/27,苗栗縣,後龍鎮,4,29
13403,2022/4/27,2022/4/27,苗栗縣,造橋鄉,6,29
13404,2022/4/27,2022/4/27,苗栗縣,苑裡鎮,3,17
13405,2022/4/27,2022/4/27,苗栗縣,泰安鄉,1,15
13406,2022/4/27,2022/4/27,苗栗縣,三義鄉,3,13
13407,2022/4/27,2022/4/27,苗栗縣,通霄鎮,6,13
13408,2022/4/27,2022/4/27,苗栗縣,公館鄉,2,11
13409,2022/4/27,2022/4/27,苗栗縣,銅鑼鄉,1,6
13410,2022/4/27,2022/4/27,苗栗縣,頭屋鄉,1,3
13411,2022/4/27,2022/4/27,連江縣,全區,6,27
13412,2022/4/27,2022/4/27,連江縣,南竿鄉,6,9
13413,2022/4/27,2022/4/27,金門縣,全區,3,41
13414,2022/4/27,2022/4/27,金門縣,金沙鎮,1,13
13415,2022/4/27,2022/4/27,金門縣,金湖鎮,2,7
13416,2022/4/27,2022/4/27,雲林縣,全區,78,449
13417,2022/4/27,2022/4/27,雲林縣,斗六市,19,113
13418,2022/4/27,2022/4/27,雲林縣,虎尾鎮,9,60
13419,2022/4/27,2022/4/27,雲林縣,褒忠鄉,1,51
13420,2022/4/27,2022/4/27,雲林縣,斗南鎮,7,43
13421,2022/4/27,2022/4/27,雲林縣,西螺鎮,16,38
13422,2022/4/27,2022/4/27,雲林縣,北港鎮,7,27
13423,2022/4/27,2022/4/27,雲林縣,麥寮鄉,5,20
13424,2022/4/27,2022/4/27,雲林縣,元長鄉,3,17
13425,2022/4/27,2022/4/27,雲林縣,口湖鄉,2,14
13426,2022/4/27,2022/4/27,雲林縣,古坑鄉,4,12
13427,2022/4/27,2022/4/27,雲林縣,土庫鎮,1,7
13428,2022/4/27,2022/4/27,雲林縣,莿桐鄉,1,7
13429,2022/4/27,2022/4/27,雲林縣,大埤鄉,1,5
13430,2022/4/27,2022/4/27,雲林縣,二崙鄉,1,4
13431,2022/4/27,2022/4/27,雲林縣,林內鄉,1,3
13432,2022/4/27,2022/4/27,高雄市,全區,342,2418
13433,2022/4/27,2022/4/27,高雄市,三民區,54,346
13434,2022/4/27,2022/4/27,高雄市,鳳山區,47,332
13435,2022/4/27,2022/4/27,高雄市,左營區,36,196
13436,2022/4/27,2022/4/27,高雄市,前鎮區,26,186
13437,2022/4/27,2022/4/27,高雄市,鼓山區,19,166
13438,2022/4/27,2022/4/27,高雄市,苓雅區,24,164
13439,2022/4/27,2022/4/27,高雄市,小港區,12,125
13440,2022/4/27,2022/4/27,高雄市,楠梓區,20,110
13441,2022/4/27,2022/4/27,高雄市,大寮區,10,108
13442,2022/4/27,2022/4/27,高雄市,仁武區,12,91
13443,2022/4/27,2022/4/27,高雄市,新興區,5,83
13444,2022/4/27,2022/4/27,高雄市,岡山區,13,69
13445,2022/4/27,2022/4/27,高雄市,前金區,9,67
13446,2022/4/27,2022/4/27,高雄市,路竹區,9,53
13447,2022/4/27,2022/4/27,高雄市,林園區,8,49
13448,2022/4/27,2022/4/27,高雄市,鳥松區,4,35
13449,2022/4/27,2022/4/27,高雄市,橋頭區,5,31
13450,2022/4/27,2022/4/27,高雄市,美濃區,2,30
13451,2022/4/27,2022/4/27,高雄市,大社區,7,27
13452,2022/4/27,2022/4/27,高雄市,鹽埕區,2,24
13453,2022/4/27,2022/4/27,高雄市,大樹區,2,23
13454,2022/4/27,2022/4/27,高雄市,旗山區,1,12
13455,2022/4/27,2022/4/27,高雄市,梓官區,4,11
13456,2022/4/27,2022/4/27,高雄市,湖內區,2,9
13457,2022/4/27,2022/4/27,高雄市,永安區,2,7
13458,2022/4/27,2022/4/27,高雄市,茄萣區,2,5
13459,2022/4/27,2022/4/27,高雄市,彌陀區,2,5
13460,2022/4/27,2022/4/27,高雄市,阿蓮區,2,4
13461,2022/4/27,2022/4/27,高雄市,六龜區,1,1
13462,2022/4/26,2022/4/26,南投縣,全區,32,191
13463,2022/4/26,2022/4/26,南投縣,南投市,5,53
13464,2022/4/26,2022/4/26,南投縣,草屯鎮,8,39
13465,2022/4/26,2022/4/26,南投縣,埔里鎮,9,25
13466,2022/4/26,2022/4/26,南投縣,竹山鎮,3,20
13467,2022/4/26,2022/4/26,南投縣,信義鄉,3,17
13468,2022/4/26,2022/4/26,南投縣,仁愛鄉,2,5
13469,2022/4/26,2022/4/26,南投縣,魚池鄉,2,3
13470,2022/4/26,2022/4/26,台中市,全區,356,2064
13471,2022/4/26,2022/4/26,台中市,西屯區,68,312
13472,2022/4/26,2022/4/26,台中市,北屯區,47,289
13473,2022/4/26,2022/4/26,台中市,北區,28,169
13474,2022/4/26,2022/4/26,台中市,大里區,21,157
13475,2022/4/26,2022/4/26,台中市,南屯區,30,147
13476,2022/4/26,2022/4/26,台中市,太平區,22,125
13477,2022/4/26,2022/4/26,台中市,南區,21,108
13478,2022/4/26,2022/4/26,台中市,西區,13,91
13479,2022/4/26,2022/4/26,台中市,沙鹿區,17,71
13480,2022/4/26,2022/4/26,台中市,霧峰區,6,65
13481,2022/4/26,2022/4/26,台中市,龍井區,6,57
13482,2022/4/26,2022/4/26,台中市,東區,5,48
13483,2022/4/26,2022/4/26,台中市,豐原區,10,48
13484,2022/4/26,2022/4/26,台中市,潭子區,11,47
13485,2022/4/26,2022/4/26,台中市,大雅區,6,46
13486,2022/4/26,2022/4/26,台中市,清水區,5,44
13487,2022/4/26,2022/4/26,台中市,烏日區,5,35
13488,2022/4/26,2022/4/26,台中市,后里區,6,32
13489,2022/4/26,2022/4/26,台中市,大甲區,6,28
13490,2022/4/26,2022/4/26,台中市,梧棲區,2,24
13491,2022/4/26,2022/4/26,台中市,神岡區,8,21
13492,2022/4/26,2022/4/26,台中市,中區,2,20
13493,2022/4/26,2022/4/26,台中市,大肚區,3,15
13494,2022/4/26,2022/4/26,台中市,外埔區,1,11
13495,2022/4/26,2022/4/26,台中市,新社區,3,10
13496,2022/4/26,2022/4/26,台中市,大安區,4,7
13497,2022/4/26,2022/4/26,台北市,全區,1814,14816
13498,2022/4/26,2022/4/26,台北市,萬華區,271,2978
13499,2022/4/26,2022/4/26,台北市,中山區,147,1451
13500,2022/4/26,2022/4/26,台北市,大安區,183,1341
13501,2022/4/26,2022/4/26,台北市,士林區,134,1310
13502,2022/4/26,2022/4/26,台北市,信義區,193,1301
13503,2022/4/26,2022/4/26,台北市,文山區,204,1266
13504,2022/4/26,2022/4/26,台北市,北投區,143,1058
13505,2022/4/26,2022/4/26,台北市,內湖區,126,981
13506,2022/4/26,2022/4/26,台北市,大同區,98,920
13507,2022/4/26,2022/4/26,台北市,松山區,155,882
13508,2022/4/26,2022/4/26,台北市,中正區,90,807
13509,2022/4/26,2022/4/26,台北市,南港區,70,521
13510,2022/4/26,2022/4/26,台南市,全區,169,833
13511,2022/4/26,2022/4/26,台南市,永康區,24,141
13512,2022/4/26,2022/4/26,台南市,安南區,19,89
13513,2022/4/26,2022/4/26,台南市,東區,23,79
13514,2022/4/26,2022/4/26,台南市,北區,15,59
13515,2022/4/26,2022/4/26,台南市,新營區,6,46
13516,2022/4/26,2022/4/26,台南市,歸仁區,7,37
13517,2022/4/26,2022/4/26,台南市,善化區,6,34
13518,2022/4/26,2022/4/26,台南市,安平區,6,33
13519,2022/4/26,2022/4/26,台南市,中西區,12,32
13520,2022/4/26,2022/4/26,台南市,仁德區,1,32
13521,2022/4/26,2022/4/26,台南市,南區,2,28
13522,2022/4/26,2022/4/26,台南市,鹽水區,3,26
13523,2022/4/26,2022/4/26,台南市,佳里區,3,25
13524,2022/4/26,2022/4/26,台南市,新市區,7,24
13525,2022/4/26,2022/4/26,台南市,白河區,10,23
13526,2022/4/26,2022/4/26,台南市,新化區,9,16
13527,2022/4/26,2022/4/26,台南市,麻豆區,1,11
13528,2022/4/26,2022/4/26,台南市,安定區,1,9
13529,2022/4/26,2022/4/26,台南市,後壁區,4,9
13530,2022/4/26,2022/4/26,台南市,將軍區,1,9
13531,2022/4/26,2022/4/26,台南市,玉井區,1,8
13532,2022/4/26,2022/4/26,台南市,下營區,4,6
13533,2022/4/26,2022/4/26,台南市,六甲區,1,6
13534,2022/4/26,2022/4/26,台南市,官田區,1,5
13535,2022/4/26,2022/4/26,台南市,東山區,1,2
13536,2022/4/26,2022/4/26,台南市,楠西區,1,1
13537,2022/4/26,2022/4/26,台東縣,全區,20,335
13538,2022/4/26,2022/4/26,台東縣,成功鎮,1,128
13539,2022/4/26,2022/4/26,台東縣,台東市,8,111
13540,2022/4/26,2022/4/26,台東縣,卑南鄉,5,29
13541,2022/4/26,2022/4/26,台東縣,東河鄉,1,6
13542,2022/4/26,2022/4/26,台東縣,綠島鄉,1,6
13543,2022/4/26,2022/4/26,台東縣,關山鎮,2,6
13544,2022/4/26,2022/4/26,台東縣,長濱鄉,1,4
13545,2022/4/26,2022/4/26,台東縣,延平鄉,1,3
13546,2022/4/26,2022/4/26,嘉義市,全區,14,101
13547,2022/4/26,2022/4/26,嘉義市,西區,10,71
13548,2022/4/26,2022/4/26,嘉義市,東區,4,30
13549,2022/4/26,2022/4/26,嘉義縣,全區,24,185
13550,2022/4/26,2022/4/26,嘉義縣,大林鎮,6,47
13551,2022/4/26,2022/4/26,嘉義縣,太保市,4,38
13552,2022/4/26,2022/4/26,嘉義縣,水上鄉,2,29
13553,2022/4/26,2022/4/26,嘉義縣,民雄鄉,6,21
13554,2022/4/26,2022/4/26,嘉義縣,梅山鄉,1,13
13555,2022/4/26,2022/4/26,嘉義縣,六腳鄉,2,9
13556,2022/4/26,2022/4/26,嘉義縣,中埔鄉,2,6
13557,2022/4/26,2022/4/26,嘉義縣,新港鄉,1,4
13558,2022/4/26,2022/4/26,基隆市,全區,477,3857
13559,2022/4/26,2022/4/26,基隆市,安樂區,122,746
13560,2022/4/26,2022/4/26,基隆市,中正區,90,729
13561,2022/4/26,2022/4/26,基隆市,仁愛區,46,667
13562,2022/4/26,2022/4/26,基隆市,信義區,63,637
13563,2022/4/26,2022/4/26,基隆市,中山區,75,474
13564,2022/4/26,2022/4/26,基隆市,暖暖區,31,314
13565,2022/4/26,2022/4/26,基隆市,七堵區,50,289
13566,2022/4/26,2022/4/26,境外移入,全區,105,10667
13567,2022/4/26,2022/4/26,境外移入,空值,105,10667
13568,2022/4/26,2022/4/26,宜蘭縣,全區,130,1503
13569,2022/4/26,2022/4/26,宜蘭縣,冬山鄉,12,343
13570,2022/4/26,2022/4/26,宜蘭縣,宜蘭市,14,214
13571,2022/4/26,2022/4/26,宜蘭縣,羅東鎮,23,213
13572,2022/4/26,2022/4/26,宜蘭縣,南澳鄉,21,190
13573,2022/4/26,2022/4/26,宜蘭縣,礁溪鄉,22,119
13574,2022/4/26,2022/4/26,宜蘭縣,頭城鎮,9,107
13575,2022/4/26,2022/4/26,宜蘭縣,五結鄉,8,94
13576,2022/4/26,2022/4/26,宜蘭縣,員山鄉,7,69
13577,2022/4/26,2022/4/26,宜蘭縣,三星鄉,7,54
13578,2022/4/26,2022/4/26,宜蘭縣,蘇澳鎮,2,50
13579,2022/4/26,2022/4/26,宜蘭縣,壯圍鄉,3,32
13580,2022/4/26,2022/4/26,宜蘭縣,大同鄉,2,18
13581,2022/4/26,2022/4/26,屏東縣,全區,63,554
13582,2022/4/26,2022/4/26,屏東縣,東港鎮,14,104
13583,2022/4/26,2022/4/26,屏東縣,屏東市,19,104
13584,2022/4/26,2022/4/26,屏東縣,九如鄉,1,40
13585,2022/4/26,2022/4/26,屏東縣,里港鄉,5,28
13586,2022/4/26,2022/4/26,屏東縣,萬丹鄉,3,26
13587,2022/4/26,2022/4/26,屏東縣,恆春鎮,1,25
13588,2022/4/26,2022/4/26,屏東縣,琉球鄉,1,23
13589,2022/4/26,2022/4/26,屏東縣,內埔鄉,2,21
13590,2022/4/26,2022/4/26,屏東縣,長治鄉,2,19
13591,2022/4/26,2022/4/26,屏東縣,新園鄉,1,13
13592,2022/4/26,2022/4/26,屏東縣,車城鄉,3,7
13593,2022/4/26,2022/4/26,屏東縣,林邊鄉,2,6
13594,2022/4/26,2022/4/26,屏東縣,獅子鄉,5,6
13595,2022/4/26,2022/4/26,屏東縣,麟洛鄉,2,5
13596,2022/4/26,2022/4/26,屏東縣,萬巒鄉,1,4
13597,2022/4/26,2022/4/26,屏東縣,春日鄉,1,3
13598,2022/4/26,2022/4/26,彰化縣,全區,89,751
13599,2022/4/26,2022/4/26,彰化縣,彰化市,33,175
13600,2022/4/26,2022/4/26,彰化縣,員林市,7,76
13601,2022/4/26,2022/4/26,彰化縣,溪湖鎮,2,69
13602,2022/4/26,2022/4/26,彰化縣,和美鎮,7,52
13603,2022/4/26,2022/4/26,彰化縣,鹿港鎮,4,51
13604,2022/4/26,2022/4/26,彰化縣,埤頭鄉,2,36
13605,2022/4/26,2022/4/26,彰化縣,埔心鄉,1,35
13606,2022/4/26,2022/4/26,彰化縣,二林鎮,5,29
13607,2022/4/26,2022/4/26,彰化縣,秀水鄉,4,28
13608,2022/4/26,2022/4/26,彰化縣,花壇鄉,6,27
13609,2022/4/26,2022/4/26,彰化縣,大村鄉,1,24
13610,2022/4/26,2022/4/26,彰化縣,永靖鄉,1,23
13611,2022/4/26,2022/4/26,彰化縣,福興鄉,3,23
13612,2022/4/26,2022/4/26,彰化縣,北斗鎮,2,15
13613,2022/4/26,2022/4/26,彰化縣,社頭鄉,2,14
13614,2022/4/26,2022/4/26,彰化縣,伸港鄉,2,7
13615,2022/4/26,2022/4/26,彰化縣,芳苑鄉,1,6
13616,2022/4/26,2022/4/26,彰化縣,田尾鄉,3,5
13617,2022/4/26,2022/4/26,彰化縣,芬園鄉,1,5
13618,2022/4/26,2022/4/26,彰化縣,二水鄉,1,4
13619,2022/4/26,2022/4/26,彰化縣,線西鄉,1,2
13620,2022/4/26,2022/4/26,新北市,全區,3329,25234
13621,2022/4/26,2022/4/26,新北市,板橋區,492,4078
13622,2022/4/26,2022/4/26,新北市,中和區,466,3383
13623,2022/4/26,2022/4/26,新北市,三重區,326,3085
13624,2022/4/26,2022/4/26,新北市,新莊區,405,2715
13625,2022/4/26,2022/4/26,新北市,新店區,337,1807
13626,2022/4/26,2022/4/26,新北市,土城區,98,1415
13627,2022/4/26,2022/4/26,新北市,永和區,152,1238
13628,2022/4/26,2022/4/26,新北市,汐止區,175,1128
13629,2022/4/26,2022/4/26,新北市,蘆洲區,147,1124
13630,2022/4/26,2022/4/26,新北市,樹林區,107,909
13631,2022/4/26,2022/4/26,新北市,三峽區,127,871
13632,2022/4/26,2022/4/26,新北市,淡水區,106,736
13633,2022/4/26,2022/4/26,新北市,五股區,61,542
13634,2022/4/26,2022/4/26,新北市,瑞芳區,75,455
13635,2022/4/26,2022/4/26,新北市,林口區,80,446
13636,2022/4/26,2022/4/26,新北市,鶯歌區,57,409
13637,2022/4/26,2022/4/26,新北市,泰山區,38,348
13638,2022/4/26,2022/4/26,新北市,八里區,15,142
13639,2022/4/26,2022/4/26,新北市,深坑區,18,128
13640,2022/4/26,2022/4/26,新北市,金山區,14,74
13641,2022/4/26,2022/4/26,新北市,萬里區,12,44
13642,2022/4/26,2022/4/26,新北市,三芝區,4,41
13643,2022/4/26,2022/4/26,新北市,貢寮區,1,28
13644,2022/4/26,2022/4/26,新北市,烏來區,1,27
13645,2022/4/26,2022/4/26,新北市,雙溪區,9,20
13646,2022/4/26,2022/4/26,新北市,石碇區,3,19
13647,2022/4/26,2022/4/26,新北市,石門區,1,14
13648,2022/4/26,2022/4/26,新北市,平溪區,1,5
13649,2022/4/26,2022/4/26,新北市,坪林區,1,3
13650,2022/4/26,2022/4/26,新竹市,全區,82,547
13651,2022/4/26,2022/4/26,新竹市,東區,52,253
13652,2022/4/26,2022/4/26,新竹市,北區,19,172
13653,2022/4/26,2022/4/26,新竹市,香山區,11,122
13654,2022/4/26,2022/4/26,新竹縣,全區,110,919
13655,2022/4/26,2022/4/26,新竹縣,竹北市,39,294
13656,2022/4/26,2022/4/26,新竹縣,竹東鎮,24,185
13657,2022/4/26,2022/4/26,新竹縣,新豐鄉,4,156
13658,2022/4/26,2022/4/26,新竹縣,湖口鄉,5,153
13659,2022/4/26,2022/4/26,新竹縣,新埔鎮,17,58
13660,2022/4/26,2022/4/26,新竹縣,關西鎮,10,30
13661,2022/4/26,2022/4/26,新竹縣,芎林鄉,6,17
13662,2022/4/26,2022/4/26,新竹縣,寶山鄉,1,9
13663,2022/4/26,2022/4/26,新竹縣,尖石鄉,3,6
13664,2022/4/26,2022/4/26,新竹縣,五峰鄉,1,1
13665,2022/4/26,2022/4/26,桃園市,全區,1445,8996
13666,2022/4/26,2022/4/26,桃園市,桃園區,475,2446
13667,2022/4/26,2022/4/26,桃園市,龜山區,111,1567
13668,2022/4/26,2022/4/26,桃園市,中壢區,285,1517
13669,2022/4/26,2022/4/26,桃園市,八德區,113,710
13670,2022/4/26,2022/4/26,桃園市,蘆竹區,106,657
13671,2022/4/26,2022/4/26,桃園市,平鎮區,97,534
13672,2022/4/26,2022/4/26,桃園市,楊梅區,92,414
13673,2022/4/26,2022/4/26,桃園市,大溪區,52,339
13674,2022/4/26,2022/4/26,桃園市,大園區,12,272
13675,2022/4/26,2022/4/26,桃園市,龍潭區,67,272
13676,2022/4/26,2022/4/26,桃園市,觀音區,16,175
13677,2022/4/26,2022/4/26,桃園市,新屋區,12,50
13678,2022/4/26,2022/4/26,桃園市,復興區,7,43
13679,2022/4/26,2022/4/26,澎湖縣,全區,11,27
13680,2022/4/26,2022/4/26,澎湖縣,馬公市,11,20
13681,2022/4/26,2022/4/26,花蓮縣,全區,248,1976
13682,2022/4/26,2022/4/26,花蓮縣,花蓮市,63,616
13683,2022/4/26,2022/4/26,花蓮縣,吉安鄉,84,606
13684,2022/4/26,2022/4/26,花蓮縣,秀林鄉,32,313
13685,2022/4/26,2022/4/26,花蓮縣,新城鄉,17,164
13686,2022/4/26,2022/4/26,花蓮縣,壽豐鄉,13,89
13687,2022/4/26,2022/4/26,花蓮縣,玉里鎮,11,61
13688,2022/4/26,2022/4/26,花蓮縣,萬榮鄉,14,55
13689,2022/4/26,2022/4/26,花蓮縣,瑞穗鄉,10,25
13690,2022/4/26,2022/4/26,花蓮縣,鳳林鎮,2,16
13691,2022/4/26,2022/4/26,花蓮縣,卓溪鄉,1,7
13692,2022/4/26,2022/4/26,花蓮縣,豐濱鄉,1,7
13693,2022/4/26,2022/4/26,苗栗縣,全區,54,847
13694,2022/4/26,2022/4/26,苗栗縣,竹南鎮,4,536
13695,2022/4/26,2022/4/26,苗栗縣,頭份市,24,138
13696,2022/4/26,2022/4/26,苗栗縣,苗栗市,9,47
13697,2022/4/26,2022/4/26,苗栗縣,後龍鎮,2,25
13698,2022/4/26,2022/4/26,苗栗縣,造橋鄉,2,23
13699,2022/4/26,2022/4/26,苗栗縣,苑裡鎮,2,14
13700,2022/4/26,2022/4/26,苗栗縣,泰安鄉,1,14
13701,2022/4/26,2022/4/26,苗栗縣,公館鄉,3,9
13702,2022/4/26,2022/4/26,苗栗縣,通霄鎮,3,7
13703,2022/4/26,2022/4/26,苗栗縣,銅鑼鄉,1,5
13704,2022/4/26,2022/4/26,苗栗縣,卓蘭鎮,2,3
13705,2022/4/26,2022/4/26,苗栗縣,大湖鄉,1,2
13706,2022/4/26,2022/4/26,連江縣,全區,3,21
13707,2022/4/26,2022/4/26,連江縣,東引鄉,3,3
13708,2022/4/26,2022/4/26,金門縣,全區,10,38
13709,2022/4/26,2022/4/26,金門縣,金沙鎮,4,12
13710,2022/4/26,2022/4/26,金門縣,金湖鎮,3,5
13711,2022/4/26,2022/4/26,金門縣,金寧鄉,2,5
13712,2022/4/26,2022/4/26,金門縣,烈嶼鄉,1,5
13713,2022/4/26,2022/4/26,雲林縣,全區,60,371
13714,2022/4/26,2022/4/26,雲林縣,斗六市,14,94
13715,2022/4/26,2022/4/26,雲林縣,虎尾鎮,4,51
13716,2022/4/26,2022/4/26,雲林縣,褒忠鄉,3,50
13717,2022/4/26,2022/4/26,雲林縣,斗南鎮,9,36
13718,2022/4/26,2022/4/26,雲林縣,西螺鎮,12,22
13719,2022/4/26,2022/4/26,雲林縣,北港鎮,8,20
13720,2022/4/26,2022/4/26,雲林縣,麥寮鄉,1,15
13721,2022/4/26,2022/4/26,雲林縣,元長鄉,2,14
13722,2022/4/26,2022/4/26,雲林縣,口湖鄉,3,12
13723,2022/4/26,2022/4/26,雲林縣,古坑鄉,1,8
13724,2022/4/26,2022/4/26,雲林縣,土庫鎮,1,6
13725,2022/4/26,2022/4/26,雲林縣,大埤鄉,2,4
13726,2022/4/26,2022/4/26,高雄市,全區,269,2076
13727,2022/4/26,2022/4/26,高雄市,三民區,31,292
13728,2022/4/26,2022/4/26,高雄市,鳳山區,25,285
13729,2022/4/26,2022/4/26,高雄市,左營區,24,160
13730,2022/4/26,2022/4/26,高雄市,前鎮區,16,160
13731,2022/4/26,2022/4/26,高雄市,鼓山區,25,147
13732,2022/4/26,2022/4/26,高雄市,苓雅區,20,140
13733,2022/4/26,2022/4/26,高雄市,小港區,17,113
13734,2022/4/26,2022/4/26,高雄市,大寮區,9,98
13735,2022/4/26,2022/4/26,高雄市,楠梓區,18,90
13736,2022/4/26,2022/4/26,高雄市,仁武區,9,79
13737,2022/4/26,2022/4/26,高雄市,新興區,8,78
13738,2022/4/26,2022/4/26,高雄市,前金區,7,58
13739,2022/4/26,2022/4/26,高雄市,岡山區,10,56
13740,2022/4/26,2022/4/26,高雄市,路竹區,12,44
13741,2022/4/26,2022/4/26,高雄市,林園區,7,41
13742,2022/4/26,2022/4/26,高雄市,鳥松區,7,31
13743,2022/4/26,2022/4/26,高雄市,美濃區,4,28
13744,2022/4/26,2022/4/26,高雄市,橋頭區,1,26
13745,2022/4/26,2022/4/26,高雄市,鹽埕區,7,22
13746,2022/4/26,2022/4/26,高雄市,大樹區,2,21
13747,2022/4/26,2022/4/26,高雄市,大社區,4,20
13748,2022/4/26,2022/4/26,高雄市,旗山區,1,11
13749,2022/4/26,2022/4/26,高雄市,湖內區,1,7
13750,2022/4/26,2022/4/26,高雄市,燕巢區,1,7
13751,2022/4/26,2022/4/26,高雄市,茄萣區,3,3
13752,2022/4/25,2022/4/25,南投縣,全區,13,159
13753,2022/4/25,2022/4/25,南投縣,南投市,2,48
13754,2022/4/25,2022/4/25,南投縣,埔里鎮,3,16
13755,2022/4/25,2022/4/25,南投縣,信義鄉,8,14
13756,2022/4/25,2022/4/25,台中市,全區,284,1708
13757,2022/4/25,2022/4/25,台中市,西屯區,38,244
13758,2022/4/25,2022/4/25,台中市,北屯區,44,242
13759,2022/4/25,2022/4/25,台中市,北區,31,141
13760,2022/4/25,2022/4/25,台中市,大里區,22,136
13761,2022/4/25,2022/4/25,台中市,南屯區,20,117
13762,2022/4/25,2022/4/25,台中市,太平區,16,103
13763,2022/4/25,2022/4/25,台中市,南區,11,87
13764,2022/4/25,2022/4/25,台中市,西區,19,78
13765,2022/4/25,2022/4/25,台中市,霧峰區,6,59
13766,2022/4/25,2022/4/25,台中市,沙鹿區,14,54
13767,2022/4/25,2022/4/25,台中市,龍井區,4,51
13768,2022/4/25,2022/4/25,台中市,東區,6,43
13769,2022/4/25,2022/4/25,台中市,大雅區,3,40
13770,2022/4/25,2022/4/25,台中市,清水區,6,39
13771,2022/4/25,2022/4/25,台中市,豐原區,6,38
13772,2022/4/25,2022/4/25,台中市,潭子區,2,36
13773,2022/4/25,2022/4/25,台中市,東勢區,2,30
13774,2022/4/25,2022/4/25,台中市,烏日區,7,30
13775,2022/4/25,2022/4/25,台中市,后里區,10,26
13776,2022/4/25,2022/4/25,台中市,大甲區,2,22
13777,2022/4/25,2022/4/25,台中市,梧棲區,4,22
13778,2022/4/25,2022/4/25,台中市,中區,2,18
13779,2022/4/25,2022/4/25,台中市,神岡區,3,13
13780,2022/4/25,2022/4/25,台中市,外埔區,3,10
13781,2022/4/25,2022/4/25,台中市,新社區,1,7
13782,2022/4/25,2022/4/25,台中市,石岡區,2,5
13783,2022/4/25,2022/4/25,台北市,全區,1477,13002
13784,2022/4/25,2022/4/25,台北市,萬華區,187,2707
13785,2022/4/25,2022/4/25,台北市,中山區,130,1304
13786,2022/4/25,2022/4/25,台北市,士林區,167,1176
13787,2022/4/25,2022/4/25,台北市,大安區,136,1158
13788,2022/4/25,2022/4/25,台北市,信義區,159,1108
13789,2022/4/25,2022/4/25,台北市,文山區,129,1062
13790,2022/4/25,2022/4/25,台北市,北投區,126,915
