new_cases
0
0
0
0
0
0
0
0
0
0
6
3
1
7
0
1
0
0
0
1
0
1
0
0
2
1
2
3
20
11
18
16
6
5
24
38
26
36
25
40
20
74
52
51
73
81
94
109
128
155
232
196
266
166
348
322
335
368
283
334
368
612
633
611
540
492
515
871
689
677
805
716
806
560
836
710
622
795
717
711
712
769
715
760
731
722
718
699
