new_cases
0
0
0
2
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
4
5
7
6
17
4
9
11
18
20
32
11
18
42
33
33
62
44
42
72
89
169
183
217
255
290
375
452
741
770
868
1270
1225
1340
1403
2130
2184
2234
2456
2326
2458
2698
3878
4633
4566
4476
4533
4386
5410
5760
5756
7212
6563
5741
4201
6121
6445
6768
7062
7315
7539
7737
7913
8049
8161
8251
8323
8381
8427
