new_cases
0
0
0
0
4
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
3
3
1
2
6
2
1
0
3
3
7
5
7
15
39
52
50
28
27
29
60
78
88
138
144
137
240
243
218
351
357
348
362
466
563
560
553
604
631
596
573
905
1012
971
1106
902
766
1157
1343
1070
1631
1415
1044
1123
1361
1449
1545
1650
1756
1867
1984
2100
2210
2315
2411
2499
2576
2644
